Player,Nation,Pos,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
W. Khatoon,Iyan,FW,23,1998,1.71,-0.07,2.36,1.72,74.96,2.43,1.74,-0.04,-0.05,,0.04,-0.1,Tournament,2020,,,,,,
L. De Jong,Iyan,GK,36,1985,4.09,-0.03,0.02,-0.07,,-0.03,0.01,,,,-0.01,0.02,Tournament,2020,,,,,,
S. Jung,Iyan,GK,26,1995,2.04,0.04,0,-0.02,,0.07,0,,,,-0.07,0.03,Tournament,2020,,,,,,
A. Koroveshi,Iyan,MF,25,1996,2.43,-0.06,0.03,-0.04,,0,-0.04,,,,-0.08,0.02,Tournament,2020,,,,,,
B. Kabasinguzi,Iyan,MF,25,1996,2.77,-0.04,0.81,0.39,50.05,0.82,0.42,0.01,-0.03,,0.08,0.1,Tournament,2020,,,,,,
B. Koller,Iyan,MF,24,1997,1.19,0.08,1.9,0.89,50.03,1.84,0.99,-0.05,0.09,,-0.01,0.09,Tournament,2020,,,,,,
E. Hui,Iyan,MF,25,1996,0.58,-0.1,1.91,-0.03,0,1.91,-0.04,-0.01,,,-0.08,-0.07,Tournament,2020,,,,,,
H. Otim,Iyan,MF,24,1997,5.56,0.02,1.46,0.22,12.48,1.53,0.16,-0.08,-0.09,,-0.04,-0.09,Tournament,2020,,,,,,
J. Naiga,Iyan,MF,20,2000,1.47,-0.01,1.39,0.02,0.01,1.44,0,0.04,,,0.02,0.03,Tournament,2020,,,,,,
J. Robin,Iyan,MF,22,1999,1.81,-0.08,0.54,0.08,-0.08,0.49,-0.02,0.01,,,0.06,0.03,Tournament,2020,,,,,,
J. Wamala,Iyan,MF,30,1991,3.98,0,1.22,0.3,20.08,1.31,0.23,-0.03,0.04,,0,-0.07,Tournament,2020,,,,,,
M. Chou,Iyan,MF,22,1999,0.6,-0.03,1.45,0.01,-0.09,1.26,-0.06,-0.01,,,0.05,0.01,Tournament,2020,,,,,,
W. Namusisi,Iyan,MF,33,1988,1.53,0.62,1.94,1.36,66.7,1.95,1.4,0.43,0.41,,-0.05,0.02,Tournament,2020,,,,,,
Z. Lucas,Iyan,MF,21,2000,0.51,-0.09,-0.03,0.09,,0.03,0,,,,-0.04,0.06,Tournament,2020,,,,,,
Z. Schuster,Iyan,MF,27,1994,1.19,0.07,4.53,0.04,0.03,4.36,-0.08,-0.05,,,-0.09,0.03,Tournament,2020,,,,,,
M. Nicolas,Iyan,MFDF,32,1989,1.86,0.09,1.58,0.02,-0.04,1.59,-0.01,0,,,-0.02,0.01,Tournament,2020,,,,,,
R. Phang,Iyan,MFFW,26,1995,5.79,0.45,2.38,0.83,35.68,2.39,0.8,0.13,0.66,,0.03,0.19,Tournament,2020,,,,,,
A. Price,Kani,DF,25,1996,0.45,0.05,-0.08,0.06,,0.06,-0.06,,,,-0.01,-0.04,Tournament,2020,,,,,,
A. Tumuheirwe,Kani,DF,31,1990,1.99,-0.09,0.96,-0.08,-0.04,0.9,0.03,0.01,,,-0.1,-0.06,Tournament,2020,,,,,,
E. Messina,Kani,DF,35,1986,1.7,-0.09,0.67,0.04,-0.06,0.54,0.09,0.06,,,-0.05,0.05,Tournament,2020,,,,,,
F. Richter,Kani,DF,34,1987,5.92,0.07,0.52,0.08,-0.06,0.51,0.1,0.06,,,0.09,0.09,Tournament,2020,,,,,,
G. Ting,Kani,DF,23,1998,0.41,0.08,0.01,-0.05,,0.03,0,,,,0.08,0.02,Tournament,2020,,,,,,
J. Nyamaizi,Kani,DF,31,1990,0.93,0.09,1.02,0.94,100.03,1.1,0.9,-0.08,0.1,,0.03,-0.09,Tournament,2020,,,,,,
L. Kasumba,Kani,DF,31,1990,3.54,-0.07,0.36,0.25,99.92,0.3,0.26,0,-0.07,,-0.09,0,Tournament,2020,,,,,,
R. Muyama,Kani,DF,23,1998,0.27,-0.02,4.96,0.01,0.06,4.49,-0.07,0,,,0.08,-0.01,Tournament,2020,,,,,,
X. Mohammed,Kani,DF,34,1987,1.16,0,0.05,0.07,,-0.04,0.08,,,,-0.05,0.03,Tournament,2020,,,,,,
Y. Loo,Kani,DF,27,1994,3.42,0,0.02,-0.01,,0.07,-0.03,,,,0.1,-0.08,Tournament,2020,,,,,,
M. Kivumbi,Kani,DFMF,30,1991,4.09,0.09,0.2,0.16,99.9,0.28,0.26,-0.06,-0.08,,-0.02,-0.09,Tournament,2020,,,,,,
G. Pagano,Kani,FW,29,1992,1.05,-0.1,0.89,0.83,99.92,0.91,1.02,-0.01,0.02,,-0.07,-0.1,Tournament,2020,,,,,,
K. Nabukeera,Kani,FW,24,1997,0.12,0,0.06,-0.05,,0,0.01,,,,0.06,-0.07,Tournament,2020,,,,,,
M. Pettersen,Kani,FW,23,1998,3.6,0.22,1.07,0.67,50,1.17,0.66,0.25,0.41,,0.09,0.08,Tournament,2020,,,,,,
Y. Kwame,Kani,FW,22,1999,1.45,0.01,0.69,0.04,0,0.62,0.03,-0.09,,,0.09,0.05,Tournament,2020,,,,,,
E. Török,Kani,FWMF,34,1987,0.12,-0.06,0.07,0.03,,0.04,0,,,,-0.01,0.09,Tournament,2020,,,,,,
J. Mwesigye,Kani,FWMF,23,1998,2.94,0.02,0.73,0.09,0.07,0.62,0.06,0.06,,,-0.03,0.03,Tournament,2020,,,,,,
P. Wamala,Kani,GK,34,1986,3.95,0.03,-0.02,-0.06,,0,-0.02,,,,0.03,-0.02,Tournament,2020,,,,,,
S. Szyma?ski,Kani,GK,27,1993,1.96,-0.03,0.05,0.07,,-0.07,0.02,,,,0.01,0.03,Tournament,2020,,,,,,
E. Khumalo,Kani,MF,28,1993,2.27,-0.05,0.9,0.41,50.07,0.83,0.51,0.03,-0.02,,-0.02,-0.02,Tournament,2020,,,,,,
E. Namuddu,Kani,MF,37,1984,1.41,0.02,0.62,-0.07,-0.05,0.67,0.06,0.06,,,0.08,-0.08,Tournament,2020,,,,,,
F. Baey,Kani,MF,28,1993,2.8,-0.05,0.35,0.28,100,0.28,0.27,-0.01,0.01,,0.03,0.02,Tournament,2020,,,,,,
I. Meyer,Kani,MF,27,1994,0.16,0.03,5,0.06,0.09,5.24,-0.03,0.07,,,-0.08,0.07,Tournament,2020,,,,,,
M. Hamad,Kani,MF,27,1994,2.12,0.08,0.88,0,0.06,0.98,0,0.1,,,-0.02,-0.02,Tournament,2020,,,,,,
O. Koh,Kani,MF,23,1998,0.13,-0.06,9.97,0,0.04,14.91,-0.01,-0.03,,,-0.07,0.06,Tournament,2020,,,,,,
R. Byansi,Kani,MF,23,1998,1.31,0.06,1.46,0.06,-0.09,1.57,0.07,0.06,,,-0.07,0.05,Tournament,2020,,,,,,
R. Moser,Kani,MFDF,23,1998,5.92,-0.08,0.41,0.27,49.92,0.27,0.17,0.02,0,,0.02,0.01,Tournament,2020,,,,,,
I. Twijukye,Kani,MFFW,28,1993,4.68,0.1,0.31,-0.08,0.01,0.14,0,-0.08,,,0.05,-0.01,Tournament,2020,,,,,,
V. Persson,Kani,MFFW,31,1990,5.21,-0.01,0.18,-0.02,0.01,0.26,0.01,-0.07,,,-0.06,-0.07,Tournament,2020,,,,,,
A. Palumbo,Kesternsri,DF,28,1993,4,0.06,0.51,-0.02,0.06,0.53,0.04,-0.09,,,0.08,0.01,Tournament,2020,,,,,,
D. Ogwal,Kesternsri,DF,28,1993,3.02,-0.06,0.28,-0.01,0.05,0.37,0.05,-0.06,,,0.03,0.09,Tournament,2020,,,,,,
V. Moulin,Kesternsri,DF,24,1997,0.69,-0.07,1.4,-0.03,0,1.52,-0.05,0.06,,,0.07,0.06,Tournament,2020,,,,,,
V. Namukisa,Kesternsri,DF,33,1988,4.38,0.09,0.05,-0.05,,0,0.05,,,,-0.08,-0.07,Tournament,2020,,,,,,
V. Vogel,Kesternsri,DF,25,1996,3.1,0.02,0.01,-0.04,,-0.03,-0.06,,,,-0.01,0.05,Tournament,2020,,,,,,
Z. Lewis,Kesternsri,DF,33,1988,0.39,0.08,0,-0.1,,-0.07,-0.07,,,,0.06,0.04,Tournament,2020,,,,,,
Z. Olobo,Kesternsri,DF,22,1998,1.74,-0.04,0.69,-0.01,0.1,0.57,0.04,0.1,,,0.01,0.07,Tournament,2020,,,,,,
Z. Reid,Kesternsri,DF,29,1992,3.04,0.07,0.96,0.38,33.36,1.03,0.24,0.04,0.05,,-0.04,-0.03,Tournament,2020,,,,,,
N. Sserunjogi,Kesternsri,DFMF,29,1992,2.93,0.1,0.41,0.27,99.98,0.3,0.33,-0.04,-0.05,,0.02,0.05,Tournament,2020,,,,,,
D. Nuhu,Kesternsri,FW,21,2000,0.49,-0.06,-0.09,0.01,,0.06,0.08,,,,0.1,0.04,Tournament,2020,,,,,,
I. Maleki,Kesternsri,FW,30,1990,0.96,0.05,2.25,-0.06,-0.01,2.25,0.03,0.01,,,-0.07,-0.06,Tournament,2020,,,,,,
K. Adongo,Kesternsri,FW,25,1996,4.01,0.93,2.42,1.32,50,2.44,1.17,0.47,0.89,,-0.08,0.01,Tournament,2020,,,,,,
S. Beinomugisha,Kesternsri,FW,22,1999,0.37,-0.07,0.04,0.02,,-0.09,-0.05,,,,0.01,-0.02,Tournament,2020,,,,,,
Y. Hamid,Kesternsri,GK,19,2002,5.92,-0.09,0.09,-0.06,,-0.02,0.09,,,,-0.01,-0.03,Tournament,2020,,,,,,
B. Cherop,Kesternsri,MF,24,1997,0.26,0.07,-0.09,0.02,,0.04,0.04,,,,0.08,-0.08,Tournament,2020,,,,,,
B. Chong,Kesternsri,MF,24,1997,1.07,-0.02,0.95,-0.08,-0.02,1.09,0.05,0.1,,,-0.06,0.04,Tournament,2020,,,,,,
E. Odoi,Kesternsri,MF,30,1991,0.96,-0.06,0.07,0.09,,-0.08,-0.07,,,,-0.05,0.09,Tournament,2020,,,,,,
H. Astuti,Kesternsri,MF,28,1992,0.66,0.1,-0.09,0,,-0.03,0.02,,,,-0.08,-0.03,Tournament,2020,,,,,,
I. Edwards,Kesternsri,MF,21,2000,0.83,-0.09,-0.09,-0.01,,-0.04,0.02,,,,-0.06,0.08,Tournament,2020,,,,,,
Q. bin Yusof,Kesternsri,MF,26,1995,1.11,-0.07,0,-0.04,,0,0.01,,,,-0.09,-0.02,Tournament,2020,,,,,,
T. binti Ali,Kesternsri,MF,32,1989,0.46,-0.08,0.1,-0.02,,-0.05,-0.09,,,,-0.05,0.09,Tournament,2020,,,,,,
W. Beck,Kesternsri,MF,25,1996,1.93,-0.09,0.46,0.01,0.02,0.53,-0.09,-0.03,,,-0.01,0.07,Tournament,2020,,,,,,
Y. Moreno,Kesternsri,MF,25,1996,1.87,0.61,1.19,1.07,100.04,1.14,1.13,0.05,-0.03,,0.51,0.6,Tournament,2020,,,,,,
Q. Naik,Kesternsri,MFDF,22,1999,4.91,-0.03,0.35,0.2,49.99,0.47,0.16,0.05,0.07,,-0.02,0.04,Tournament,2020,,,,,,
R. Muñoz,Kesternsri,MFDF,23,1998,3.88,0.08,1.34,0.26,20.09,1.32,0.27,0.04,0.08,,0.05,0.09,Tournament,2020,,,,,,
B. Lao,Kesternsri,MFFW,20,2001,1.85,0.02,1.65,1.15,66.71,1.74,1.15,0.05,0.08,,-0.06,-0.05,Tournament,2020,,,,,,
J. Omony,Kesternsri,MFFW,24,1996,4.4,0,0.7,0.1,-0.03,0.62,0.09,0.04,,,0.09,0.06,Tournament,2020,,,,,,
N. Keller,Kesternsri,MFFW,37,1984,4.43,0.04,1.08,-0.04,0,1.12,0.06,0.09,,,-0.07,0.04,Tournament,2020,,,,,,
R. Syu,Kesternsri,MFFW,32,1989,2.22,-0.09,0.36,0.02,0.02,0.51,-0.08,-0.04,,,0.03,0.02,Tournament,2020,,,,,,
C. Hudák,Klausterton,DF,24,1997,2.09,-0.03,0.05,0.03,,0.06,-0.08,,,,0.09,0.01,Tournament,2020,,,,,,
C. Wouters,Klausterton,DF,32,1989,5.91,0.03,0.15,-0.02,0.07,0.22,-0.05,0.05,,,0.02,0.03,Tournament,2020,,,,,,
E. Abdo,Klausterton,DF,27,1994,2.09,-0.1,1,0.05,0.01,1.11,-0.04,0.01,,,0.06,-0.04,Tournament,2020,,,,,,
E. Nyanzi,Klausterton,DF,22,1999,2,-0.02,1.07,-0.09,0.07,0.99,-0.07,0.09,,,0.08,-0.02,Tournament,2020,,,,,,
F. Abonyo,Klausterton,DF,28,1993,5.05,-0.04,-0.04,-0.04,,0.06,0.04,,,,-0.02,-0.02,Tournament,2020,,,,,,
M. Chuma,Klausterton,DF,22,1999,1.01,-0.02,0.02,-0.06,,-0.05,0.09,,,,0.03,0.01,Tournament,2020,,,,,,
Q. Kyomuhendo,Klausterton,DF,34,1987,1.96,0.01,0.04,-0.01,,-0.06,-0.01,,,,0.01,-0.03,Tournament,2020,,,,,,
W. Petek,Klausterton,DF,31,1990,0.3,-0.06,0.03,-0.05,,-0.04,-0.02,,,,-0.05,0.01,Tournament,2020,,,,,,
I. Chirambo,Klausterton,DFFW,33,1988,0.19,-0.09,0.02,-0.01,,-0.09,-0.08,,,,-0.01,0.03,Tournament,2020,,,,,,
M. Savage,Klausterton,DFMF,23,1998,4.02,-0.08,0.95,0.16,24.95,1.09,0.15,-0.03,-0.06,,-0.05,0.06,Tournament,2020,,,,,,
E. Naggayi,Klausterton,FW,22,1999,3.28,-0.09,0.72,0.38,50.02,0.54,0.24,-0.05,-0.09,,-0.06,0.07,Tournament,2020,,,,,,
K. Komuhangi,Klausterton,FW,29,1992,0.39,0.1,-0.02,0.01,,-0.07,0.04,,,,-0.01,0.06,Tournament,2020,,,,,,
M. Awori,Klausterton,FW,34,1987,0.43,-0.09,0,0.09,,-0.03,0.03,,,,0,-0.07,Tournament,2020,,,,,,
M. Kong,Klausterton,FW,25,1996,1.71,-0.09,0.62,0.07,-0.01,0.62,0.04,-0.08,,,-0.02,-0.05,Tournament,2020,,,,,,
D. Kumakech,Klausterton,FWMF,33,1987,0.07,0.05,-0.02,0.06,,-0.01,0.09,,,,-0.09,0,Tournament,2020,,,,,,
V. Nambozo,Klausterton,FWMF,23,1998,3.49,-0.05,0.23,0.36,100.04,0.25,0.31,0.04,0.08,,-0.09,0.08,Tournament,2020,,,,,,
P. Morita,Klausterton,GK,35,1985,5.99,0.02,0.09,-0.09,,0,0.01,,,,-0.08,-0.03,Tournament,2020,,,,,,
C. Nakibuuka,Klausterton,MF,27,1994,4.64,0.12,1.06,0.35,40.07,1.15,0.4,0.1,0.43,,-0.08,-0.06,Tournament,2020,,,,,,
P. Nkrumah,Klausterton,MF,35,1986,0.49,0.05,4.97,-0.05,-0.09,4.8,-0.04,0.02,,,0.06,0,Tournament,2020,,,,,,
S. Böhm,Klausterton,MF,39,1982,4.82,0.01,0.88,0.01,-0.01,0.78,0.05,-0.06,,,-0.03,0.08,Tournament,2020,,,,,,
Y. Sseguya,Klausterton,MF,23,1998,4.47,0,1.18,0.27,20.07,1.1,0.13,0.03,0.09,,0.03,0.04,Tournament,2020,,,,,,
H. Fredrick,Klausterton,MFFW,32,1989,4.84,0.09,0.98,0.06,-0.1,1.07,0.03,-0.01,,,-0.06,0.09,Tournament,2020,,,,,,
Y. Irumba,Klausterton,MFFW,37,1984,5.28,-0.06,0.49,0.3,66.65,0.66,0.35,0.09,-0.06,,0,-0.09,Tournament,2020,,,,,,
A. Al-Ghamdi,Ledian,DF,35,1986,3.97,-0.07,0.42,0.59,100.04,0.48,0.41,-0.05,-0.03,,0.06,0.02,Tournament,2020,,,,,,
A. Ndawula,Ledian,DF,25,1995,3.65,0.09,0.28,0.05,-0.07,0.28,-0.07,0.01,,,-0.1,-0.01,Tournament,2020,,,,,,
B. Taremwa,Ledian,DF,26,1995,1.97,0.07,0.08,0.09,,-0.03,0.01,,,,-0.04,-0.05,Tournament,2020,,,,,,
D. Goodarzi,Ledian,DF,27,1994,1,0.07,-0.09,0.05,,0.04,-0.04,,,,0.07,-0.07,Tournament,2020,,,,,,
H. Mvula,Ledian,DF,36,1985,1.08,-0.05,0.99,-0.04,0.04,0.91,-0.09,-0.1,,,0.04,0.01,Tournament,2020,,,,,,
H. Namala,Ledian,DF,27,1994,1.93,0.09,0.55,0.03,0.02,0.56,-0.06,-0.06,,,-0.01,-0.1,Tournament,2020,,,,,,
I. Tsua,Ledian,DF,30,1991,0.91,-0.09,-0.08,-0.07,,0.07,-0.07,,,,0.01,-0.04,Tournament,2020,,,,,,
L. Huda,Ledian,DF,30,1991,0.37,-0.06,0.04,0.1,,0,0.01,,,,0.08,0.01,Tournament,2020,,,,,,
L. Sayed,Ledian,DF,25,1996,1.05,0.02,1.09,0.08,0.05,1.04,-0.1,-0.05,,,0.04,-0.07,Tournament,2020,,,,,,
V. Turyahikayo,Ledian,DF,29,1992,3.1,0.07,-0.02,-0.06,,0.05,0.07,,,,0.06,0.01,Tournament,2020,,,,,,
W. Hagen,Ledian,DF,25,1995,1.04,-0.08,-0.1,0.07,,0.01,0.03,,,,-0.06,0.02,Tournament,2020,,,,,,
Z. Wu,Ledian,DF,26,1995,4.03,-0.09,0.22,0.09,-0.09,0.34,0.06,-0.1,,,-0.03,-0.07,Tournament,2020,,,,,,
A. bin Othman,Ledian,FW,21,1999,2.53,-0.06,1.68,0.88,49.97,1.52,0.84,-0.01,0.1,,-0.03,-0.03,Tournament,2020,,,,,,
I. Kr?mi?š,Ledian,FW,26,1994,0.69,-0.02,4.2,1.53,33.22,4.14,1.42,0.05,0.05,,0.07,-0.07,Tournament,2020,,,,,,
I. Mehmedovi?,Ledian,FW,27,1994,1.06,0.02,0.09,-0.09,,0.02,0.04,,,,-0.09,-0.09,Tournament,2020,,,,,,
P. Baláž,Ledian,FW,28,1993,1.33,0.77,1.64,0.73,49.99,1.45,0.65,0.6,1.07,,0.09,0.07,Tournament,2020,,,,,,
H. Bengtsson,Ledian,FWMF,27,1994,0.78,-0.08,-0.08,0.07,,0.05,0.05,,,,-0.08,0.05,Tournament,2020,,,,,,
Z. Apili,Ledian,FWMF,33,1988,2.63,0.32,1.49,1.18,75,1.53,1.17,0.33,0.4,,-0.04,0.06,Tournament,2020,,,,,,
E. binti Ismail,Ledian,GK,24,1996,2.9,0.07,-0.02,0.01,,-0.03,0.02,,,,0.04,-0.01,Tournament,2020,,,,,,
F. Malunga,Ledian,GK,36,1985,0.95,0.08,-0.08,-0.07,,0.06,0.02,,,,0.02,-0.04,Tournament,2020,,,,,,
M. Kuo,Ledian,GK,24,1997,2.06,-0.09,0.03,-0.1,,0.08,0.05,,,,0.01,-0.09,Tournament,2020,,,,,,
A. Nabawanuka,Ledian,MF,27,1994,2.15,-0.06,0.96,0.53,49.96,0.91,0.42,-0.06,-0.03,,0,0.01,Tournament,2020,,,,,,
B. Namazzi,Ledian,MF,34,1987,3.73,-0.04,1.12,0.47,50.04,1.14,0.58,0.03,-0.05,,0.04,0.06,Tournament,2020,,,,,,
C. Lawal,Ledian,MF,29,1992,3.21,-0.04,0.66,0.08,0,0.68,0.03,-0.03,,,-0.01,0.09,Tournament,2020,,,,,,
D. Mumbere,Ledian,MF,30,1991,1.62,0.58,1.22,0.7,50.04,1.25,0.58,0.52,1.03,,-0.04,-0.04,Tournament,2020,,,,,,
F. Den,Ledian,MF,29,1991,0.76,0.08,0.06,-0.1,,-0.07,0,,,,0.05,0.09,Tournament,2020,,,,,,
M. Delgado,Ledian,MF,26,1994,2.96,-0.06,0.02,0.01,,-0.03,0.07,,,,0.01,0,Tournament,2020,,,,,,
M. Filipovi?,Ledian,MF,19,2002,0.29,0.08,-0.02,0.07,,-0.04,-0.04,,,,0.06,-0.01,Tournament,2020,,,,,,
P. Khosravi,Ledian,MF,30,1991,2.44,0.36,1.64,1.28,74.98,1.68,1.18,0.34,0.35,,0.1,0.01,Tournament,2020,,,,,,
X. Akao,Ledian,MF,34,1987,3.37,0.23,1.74,0.59,33.39,1.83,0.53,0.16,0.5,,-0.09,-0.03,Tournament,2020,,,,,,
H. Ndhlovu,Ledian,MFFW,26,1995,1.16,0.09,-0.05,0.04,,-0.08,0.07,,,,0.08,0.03,Tournament,2020,,,,,,
P. Mukalazi,Ledian,MFFW,25,1996,2.33,0.05,1.78,-0.07,-0.02,1.74,-0.03,-0.05,,,-0.05,0.01,Tournament,2020,,,,,,
V. Namayanja,Ledian,MFFW,26,1994,2.64,0.06,1.56,0.3,24.99,1.46,0.41,0.05,-0.01,,0.06,-0.06,Tournament,2020,,,,,,
C. Aliru,Leoneku Guidisia,DF,32,1989,2.06,0.07,0.41,0.05,0.09,0.54,0.1,-0.1,,,0.01,0.06,Tournament,2020,,,,,,
C. Ojambo,Leoneku Guidisia,DF,32,1989,1,0.09,-0.09,-0.03,,0.02,-0.02,,,,-0.06,0.02,Tournament,2020,,,,,,
D. Young,Leoneku Guidisia,DF,24,1997,1.97,0.09,1.04,0.1,0.09,1.06,0.02,0.01,,,0.09,-0.01,Tournament,2020,,,,,,
K. Appiah,Leoneku Guidisia,DF,33,1988,4.06,0.03,0.03,-0.09,,-0.02,0.01,,,,0.01,0.07,Tournament,2020,,,,,,
K. Vitali,Leoneku Guidisia,DF,33,1988,1.17,-0.08,-0.06,0.02,,-0.05,0.1,,,,-0.01,-0.03,Tournament,2020,,,,,,
L. Auma,Leoneku Guidisia,DF,27,1994,2.75,-0.09,0.78,-0.06,0.06,0.75,-0.08,-0.08,,,-0.09,0.01,Tournament,2020,,,,,,
T. Kemirembe,Leoneku Guidisia,DF,24,1997,1.12,0.02,0.88,0.87,100.08,0.86,0.81,0,0.07,,0.09,0.04,Tournament,2020,,,,,,
Z. Colombo,Leoneku Guidisia,DF,33,1988,4.06,0.04,0.21,0.09,-0.03,0.23,0.03,0.04,,,0.04,-0.1,Tournament,2020,,,,,,
K. Mashiri,Leoneku Guidisia,DFMF,27,1994,4.24,-0.08,0.22,0.07,0.06,0.3,0.04,0.09,,,0.09,-0.05,Tournament,2020,,,,,,
P. Dias,Leoneku Guidisia,DFMF,27,1993,0.22,-0.07,0.06,-0.08,,-0.04,-0.06,,,,0,0.08,Tournament,2020,,,,,,
A. Lekuru,Leoneku Guidisia,FW,24,1997,1.76,1.67,2.15,2.31,100.03,2.33,2.26,0.8,0.8,,0.02,0.05,Tournament,2020,,,,,,
E. Mtetwa,Leoneku Guidisia,FW,27,1994,2.81,0.01,2.15,0.02,-0.08,2.15,0.08,0.06,,,0.01,-0.02,Tournament,2020,,,,,,
J. Amsalem,Leoneku Guidisia,FW,31,1990,5.77,0.29,2.74,1.29,43.73,2.72,1.29,0.09,0.39,,-0.03,-0.04,Tournament,2020,,,,,,
Y. Bauer,Leoneku Guidisia,FW,22,1999,0.54,-0.02,1.58,-0.07,-0.08,1.54,-0.07,-0.04,,,0.06,-0.06,Tournament,2020,,,,,,
M. Krli?evi?,Leoneku Guidisia,GK,31,1989,5.97,0.02,0.26,0.03,0.09,0.14,0.02,0.04,,,0.06,0.05,Tournament,2020,,,,,,
D. Okidi,Leoneku Guidisia,MF,34,1987,4.55,-0.07,0.09,0,,-0.02,0,,,,0.08,-0.03,Tournament,2020,,,,,,
F. ?ahin,Leoneku Guidisia,MF,31,1990,0.78,-0.09,1.33,0.04,0.02,1.26,0.07,0.08,,,0.01,0.03,Tournament,2020,,,,,,
H. Tan,Leoneku Guidisia,MF,26,1995,5.87,-0.07,0.62,0.09,33.37,0.6,0.12,0.05,-0.05,,-0.04,-0.04,Tournament,2020,,,,,,
M. Olofsson,Leoneku Guidisia,MF,27,1994,1.22,0.06,0.02,0.07,,0.02,0.04,,,,0.06,0.03,Tournament,2020,,,,,,
U. Jonsson,Leoneku Guidisia,MF,30,1991,1.22,0.02,0.87,0.08,-0.08,0.84,-0.1,-0.01,,,-0.1,-0.01,Tournament,2020,,,,,,
W. Chia,Leoneku Guidisia,MF,27,1994,4.19,0.31,0.89,0.68,74.96,0.97,0.81,0.28,0.28,,-0.08,0.08,Tournament,2020,,,,,,
X. Ojambo,Leoneku Guidisia,MF,24,1997,2.33,0.01,2.05,-0.02,-0.04,2.03,-0.1,-0.04,,,0.02,0.08,Tournament,2020,,,,,,
Y. Mugabi,Leoneku Guidisia,MF,25,1996,0.17,-0.02,0,-0.07,,-0.06,0.03,,,,-0.02,0,Tournament,2020,,,,,,
Y. Ohayon,Leoneku Guidisia,MF,22,1999,0.14,-0.02,5.05,0.09,0.01,5.1,0.07,-0.04,,,-0.04,0.01,Tournament,2020,,,,,,
A. Pinto,Leoneku Guidisia,MFDF,28,1993,3.05,0.01,0.62,0.36,50.08,0.6,0.35,0.06,-0.05,,-0.02,0.03,Tournament,2020,,,,,,
T. Takada,Leoneku Guidisia,MFFW,28,1993,1.93,0.45,1.55,0.55,33.38,1.46,0.5,0.43,0.92,,0.07,0,Tournament,2020,,,,,,
B. Armah,Liacra,DF,24,1997,0.93,0.02,2.02,0.07,0.06,1.93,0.08,-0.01,,,-0.07,0.04,Tournament,2020,,,,,,
G. Chiumia,Liacra,DF,26,1995,0.38,-0.01,-0.08,0.08,,0.09,-0.03,,,,-0.04,0.03,Tournament,2020,,,,,,
G. Nankinga,Liacra,DF,24,1997,2.45,-0.05,-0.09,0.06,,-0.02,-0.05,,,,0.02,0.03,Tournament,2020,,,,,,
H. Laker,Liacra,DF,24,1997,3.03,-0.02,0.58,-0.08,0.06,0.67,0.02,0.1,,,-0.05,-0.02,Tournament,2020,,,,,,
H. Wijaya,Liacra,DF,23,1998,5.09,0.02,0.44,0.29,50.06,0.32,0.23,0.09,-0.05,,0.1,0.09,Tournament,2020,,,,,,
L. Takaki,Liacra,DF,31,1990,5.98,0.02,0.07,-0.1,-0.07,0.25,-0.05,-0.09,,,0.06,-0.03,Tournament,2020,,,,,,
H. Mande,Liacra,DFMF,29,1992,6.1,0.05,1.08,0.29,33.2,0.92,0.38,0.01,0.07,,-0.01,-0.02,Tournament,2020,,,,,,
D. Sultan,Liacra,FW,29,1992,1.95,-0.08,1.53,1.02,66.72,1.66,0.95,-0.1,-0.03,,-0.07,0.05,Tournament,2020,,,,,,
P. Sentongo,Liacra,FW,23,1997,0.04,-0.08,-0.09,0.06,,-0.08,0.07,,,,0.03,-0.07,Tournament,2020,,,,,,
B. Mirza,Liacra,FWMF,33,1988,1.05,-0.02,2.93,0.05,0.06,3.2,-0.07,0.07,,,-0.03,0.01,Tournament,2020,,,,,,
C. Sihombing,Liacra,FWMF,24,1997,2.65,0.47,1.87,1.06,60.1,1.88,1.16,0.28,0.35,,-0.01,-0.08,Tournament,2020,,,,,,
F. Longole,Liacra,FWMF,26,1995,5.04,0.11,3.54,1.1,33.21,3.69,1.28,0.06,0.01,,0.26,0.1,Tournament,2020,,,,,,
C. Kaudha,Liacra,GK,31,1990,4.93,0.08,0.03,-0.03,,0.08,0.05,,,,-0.06,0.02,Tournament,2020,,,,,,
D. Gyamfi,Liacra,GK,31,1990,0.99,-0.09,0.06,-0.02,,0.06,0.01,,,,0.03,0.08,Tournament,2020,,,,,,
B. Gama,Liacra,MF,27,1993,0.13,-0.06,0.09,-0.05,,-0.1,0.02,,,,-0.06,-0.03,Tournament,2020,,,,,,
E. Aciro,Liacra,MF,24,1996,2.67,-0.07,2.62,1.5,57.16,2.56,1.57,-0.09,-0.03,,0.02,-0.06,Tournament,2020,,,,,,
K. Sah,Liacra,MF,21,2000,6.05,0,1.21,0.34,28.57,1.23,0.42,0.1,0.03,,-0.06,-0.07,Tournament,2020,,,,,,
R. Zohar,Liacra,MF,28,1993,3.76,0.04,-0.03,-0.05,,0.04,-0.1,,,,0,0.04,Tournament,2020,,,,,,
