Player,Nation,Pos,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
L. Prasad,Eastern Sleboube,MF,Swift Rustlers,23,1996,22.98,0.19,1.73,0.6,36.87,1.67,0.7,0.09,0.12,20.5,0.02,-0.03,-0.04,0.11,0.15,0.06,0.1,0.08,B,2020
D. Kemigisa,Greri Landmoslands,MF,Swift Rustlers,30,1989,13.55,-0.06,1.12,0.29,21.48,1.1,0.27,0.08,-0.04,26.11,0.2,-0.01,-0.02,0.1,-0.01,0.01,-0.06,0.04,B,2020
Y. Molnár,Nganion,MF,Swift Rustlers,32,1987,10.27,0.06,0.87,0.11,11.18,0.92,0.19,0.07,0.05,21.79,0.18,0.03,0.03,0.01,-0.04,0.01,-0.08,-0.09,B,2020
V. Nakibuule,Reugha,MF,Swift Rustlers,24,1995,0.34,0,-0.05,0.01,,-0.1,-0.05,,,,0.01,-0.07,0.02,-0.02,-0.04,,-0.05,0.05,B,2020
S. Antwi,Lefghau,MFFW,Swift Rustlers,23,1996,1.46,-0.03,3.6,0.1,0.06,3.48,-0.08,0.02,,25.96,0.71,-0.02,-0.03,0.2,0.05,0.07,-0.14,-0.06,B,2020
C. Danquah,Byasier Pujan,DF,Unaccountable Foxes,23,1995,11.89,-0.02,0.69,0.14,28.61,0.63,0.21,-0.07,0.07,17.25,-0.08,-0.08,-0.08,0.09,0.11,0.17,-0.11,-0.04,B,2020
B. Nandudu,Dosqaly,DF,Unaccountable Foxes,18,2000,0.48,-0.04,-0.08,0.09,,-0.04,-0.03,,,,-0.04,-0.03,0.02,-0.08,-0.06,,0.09,-0.09,B,2020
H. Chandiru,Dosqaly,DF,Unaccountable Foxes,19,2000,0.15,0.04,0.05,-0.04,,0.06,-0.09,,,,0.09,-0.08,-0.02,0.01,-0.09,,-0.04,0.02,B,2020
J. Delemovi?,Dosqaly,DF,Unaccountable Foxes,24,1994,14.99,-0.1,0.26,-0.05,0.08,0.27,0.01,-0.07,,24.18,-0.01,-0.06,-0.07,0.08,0.07,-0.07,0.03,-0.1,B,2020
B. Chided,Lefghau,DF,Unaccountable Foxes,29,1990,7.79,0.08,0.54,0.21,20.06,0.68,0.14,-0.09,-0.02,26.82,-0.02,-0.09,0.01,-0.03,0.02,-0.05,0.02,0.04,B,2020
D. Byogero,Lefghau,DF,Unaccountable Foxes,32,1987,16.77,-0.05,0.54,0.17,25.03,0.52,0.06,0.09,0.01,10.03,0.07,-0.09,-0.06,0.03,0.06,0.07,0.03,0.04,B,2020
U. Arthur,Lefghau,DF,Unaccountable Foxes,30,1989,9.17,0.06,0.49,0.04,19.98,0.58,0.07,-0.06,-0.1,27.19,-0.07,-0.08,-0.06,-0.04,-0.01,0.09,-0.07,-0.05,B,2020
E. Nakayiza,Mico,DF,Unaccountable Foxes,23,1996,16.96,0.08,0.65,-0.03,10.04,0.68,0.14,0.2,0.98,15.4,0.01,0.1,-0.01,0.1,-0.02,0.14,-0.05,0.08,B,2020
Q. Vuji?,Reugha,DF,Unaccountable Foxes,24,1995,9.16,0.08,0.27,0.09,0.01,0.27,0.05,-0.09,,32.04,-0.03,-0.09,0.06,0.06,-0.03,0.06,-0.02,0.02,B,2020
H. Nyombi,Southern Ristan,DF,Unaccountable Foxes,24,1995,23.61,0.07,0.13,0.11,40.04,0.27,0.15,-0.01,-0.07,6.51,-0.07,-0.06,0.02,0.11,-0.05,0.15,-0.04,-0.09,B,2020
F. Got?,Central Namemo Laand,FW,Unaccountable Foxes,26,1992,6.02,0.35,2.2,0.94,46.13,2.11,0.97,0.22,0.33,14.83,-0.05,-0.03,0.07,0.37,0.33,0.17,0.04,-0.08,B,2020
K. binti Ali,Dosqaly,FW,Unaccountable Foxes,19,2000,0.09,0,-0.02,0.05,,-0.09,0,,,,0.07,0.07,-0.09,-0.06,-0.07,,0.09,0.04,B,2020
U. Iskandar,Dosqaly,FW,Unaccountable Foxes,23,1996,24.4,0.75,2.06,0.95,41.29,2.02,0.91,0.32,0.65,13.8,-0.07,0.18,0.21,0.42,0.36,0.21,0.15,0.11,B,2020
J. Rinaldi,Central Diasongo,FWDF,Unaccountable Foxes,22,1996,14.75,0.26,1.6,0.84,54.23,1.52,0.94,0.2,0.37,16.86,0.17,0,0.09,0.09,0.26,0.03,0.04,0.04,B,2020
Y. Manjate,Byasier Pujan,FWMF,Unaccountable Foxes,25,1994,11.37,0.78,3.97,1.62,41.26,4.12,1.77,0.22,0.5,20.62,0.65,0.04,0.01,0.34,0.44,0.08,0.34,0.33,B,2020
E. De Santis,Dosqaly,FWMF,Unaccountable Foxes,22,1997,13.26,0.15,1.31,0.62,41.15,1.28,0.52,0.02,0.16,17.87,0.09,0.08,-0.08,0.14,0.09,0.13,-0.12,-0.12,B,2020
K. Aliyu,Saintswacroa,FWMF,Unaccountable Foxes,23,1995,13.95,0.07,2.45,0.71,31.4,2.49,0.83,0.08,0.12,16.48,0.16,-0.02,0.01,0.16,0.14,0.12,-0.22,-0.19,B,2020
O. Noor,Cabral Retrea,GK,Unaccountable Foxes,33,1986,2.1,-0.05,-0.1,-0.09,,0.1,-0.09,,,,0,0.06,0.04,0.04,0.07,,-0.03,0.04,B,2020
F. Carbone,Greri Landmoslands,GK,Unaccountable Foxes,28,1990,25.91,-0.06,-0.08,-0.1,,0.09,0.06,,,,-0.06,0.09,-0.1,-0.05,-0.02,,0.08,-0.08,B,2020
L. Mponda,Dosqaly,MF,Unaccountable Foxes,22,1997,19.55,0.04,1.35,0.53,33.27,1.37,0.42,-0.02,0.22,23.53,0.05,-0.08,0.1,-0.03,0.07,-0.02,0.02,-0.05,B,2020
M. Mugeni,Dosqaly,MF,Unaccountable Foxes,19,2000,6.3,0.1,0.64,0.36,49.92,0.71,0.42,0.03,0,21.64,0.07,0.05,0.06,0.1,0.07,-0.01,0.03,-0.04,B,2020
B. Akullu,Lefghau,MF,Unaccountable Foxes,21,1998,2.27,0.54,2.78,0.84,33.27,2.69,0.86,0.19,0.58,26.26,-0.09,0.01,-0.01,0.2,0.21,0.14,0.28,0.32,B,2020
I. Oryema,Lefghau,MF,Unaccountable Foxes,27,1992,20.15,-0.06,1.21,0.13,11.47,1.23,0.09,0,-0.01,24.68,0.08,0.08,-0.09,0.08,-0.04,0.08,-0.04,-0.06,B,2020
X. Méndez,Lefghau,MF,Unaccountable Foxes,21,1997,3.01,-0.04,0.75,-0.03,0.09,0.57,0.08,-0.02,,22.84,0.07,-0.08,-0.07,0.05,-0.06,0.1,0.08,-0.09,B,2020
E. König,Dosqaly,MFFW,Unaccountable Foxes,15,2003,1.69,0.03,1.91,1.25,66.63,1.97,1.35,-0.03,-0.04,23.74,-0.05,-0.03,0.05,0.11,0.15,0.02,-0.17,-0.07,B,2020
M. Azulay,Dosqaly,MFFW,Unaccountable Foxes,21,1998,21.62,0.06,2.06,0.87,37.83,2.08,0.8,-0.02,0.16,19.49,-0.01,-0.1,-0.06,0.12,0.15,0.01,-0.11,-0.1,B,2020
T. Kuok,Dosqaly,MFFW,Unaccountable Foxes,21,1998,8.75,0.14,0.5,0.42,75.05,0.54,0.32,0.53,0.66,12.18,0.01,0.08,-0.06,0.1,0.07,0.27,0.13,0.16,B,2020
Y. Peter,Central Namemo Laand,DF,Unethical Comets,28,1991,20.18,-0.03,0.43,0.04,9.94,0.57,0.02,-0.04,-0.09,21.87,0.04,-0.08,0,0,0.02,0.06,-0.09,0.05,B,2020
B. Nassozi,Dosqaly,DF,Unethical Comets,34,1985,21.67,-0.02,0.46,0.17,24.93,0.47,0.07,0.09,-0.05,9.72,-0.01,0.05,-0.07,-0.03,0.11,0.13,-0.02,0.02,B,2020
B. Pandit,Dosqaly,DF,Unethical Comets,19,2000,1.02,-0.05,-0.06,-0.08,,-0.07,0.08,,,,-0.06,-0.01,0.1,-0.09,0,,-0.08,-0.01,B,2020
K. Cohen,Dosqaly,DF,Unethical Comets,27,1992,22.36,-0.01,0.75,0.14,26.67,0.62,0.2,0.08,0.45,20.16,-0.09,0.04,-0.04,-0.03,-0.03,0,0.12,0.04,B,2020
R. Dube,Dosqaly,DF,Unethical Comets,20,1999,6.29,0,0.3,0.08,50,0.4,0.09,-0.08,-0.08,6.42,0.1,0.04,0.04,0.07,0.09,0.07,-0.11,0.08,B,2020
D. Nangiro,Greri Landmoslands,DF,Unethical Comets,28,1990,15.35,0.09,0.53,0.24,33.31,0.59,0.28,0.14,0.27,13.43,0.04,-0.05,0.05,0.13,-0.01,0.19,0.02,0.05,B,2020
L. Popa,Janmico,DF,Unethical Comets,23,1996,0.75,-0.01,0.03,-0.02,,-0.08,0.08,,,,0.07,-0.08,0.04,0.08,0.02,,-0.06,0.01,B,2020
L. Kalni?š,Lefghau,DF,Unethical Comets,41,1977,27.81,-0.05,0.42,0.01,0.07,0.49,-0.01,-0.1,,7.56,-0.07,-0.05,0,0.04,0.09,0.07,0.02,-0.11,B,2020
H. Afriyie,Dosqaly,DFMF,Unethical Comets,22,1996,6.51,0.24,1.95,0.7,38.6,2.06,0.86,0.11,0.13,22.06,0.29,-0.06,0.02,0.15,0.14,0.11,0.15,0.04,B,2020
Z. Ebner,Dosqaly,DFMF,Unethical Comets,19,2000,1.63,0.02,0.05,0.1,,0.08,0.07,,,,-0.07,0.09,0.05,-0.05,-0.08,,-0.01,-0.01,B,2020
M. Mizrahi,Rosvi,DFMF,Unethical Comets,23,1995,9.08,0.06,0.87,0.04,12.5,0.86,0.04,-0.07,-0.05,22.96,0.05,-0.05,0.06,0.09,0.02,0.01,-0.1,0.07,B,2020
D. Masuku,Dosqaly,FW,Unethical Comets,25,1994,25,0.33,2.6,0.87,33.3,2.59,0.9,0.1,0.25,13.62,0.06,0.03,-0.02,0.25,0.4,0.16,-0.03,-0.13,B,2020
F. Nyandoro,Dosqaly,FW,Unethical Comets,19,2000,0.11,0,9.95,-0.06,0.02,9.94,0.07,0.08,,12.17,-0.04,-0.06,0.06,-0.09,0.03,-0.06,-0.01,0.06,B,2020
C. Abaho,Pierrema,FW,Unethical Comets,27,1991,25.39,0.34,3.3,1.03,33.67,3.32,1.16,0.03,0.37,17.43,-0.01,0.06,0.15,0.45,0.35,0.02,-0.16,0.06,B,2020
G. Parisi,Rosvi,FW,Unethical Comets,29,1990,1.17,0.05,3.24,0.76,24.95,3.43,0.86,0,-0.08,18.05,-0.08,0.06,0.85,0.89,0.12,0.03,-0.76,-0.17,B,2020
A. Alotaibi,Coastpa Barleslands,FWMF,Unethical Comets,36,1982,1.77,-0.05,1.58,1.08,66.78,1.56,1.13,-0.07,-0.03,11.97,0.05,-0.04,0.1,0.3,0.25,0.2,-0.15,-0.2,B,2020
L. Dahl,Dosqaly,GK,Unethical Comets,21,1998,2.15,-0.08,-0.07,0.09,,0.05,-0.03,,,,-0.06,0.04,-0.06,0.08,0.05,,0.08,0.08,B,2020
A. Wati,Greri Landmoslands,GK,Unethical Comets,20,1999,0.73,0,0.06,0.08,,-0.07,0.08,,,,0.05,-0.04,0.07,0.09,0.03,,-0.05,0.05,B,2020
F. K?rkli?š,Imaar Vircoand,GK,Unethical Comets,27,1992,25.08,-0.03,-0.01,0.09,,0.04,-0.02,,,,-0.08,0,-0.02,0.06,0.01,,0.1,-0.04,B,2020
G. Ampofo,Buhegeor,MF,Unethical Comets,26,1993,1.68,-0.09,2.45,1.33,50.09,2.51,1.31,-0.07,0.1,28.25,-0.08,-0.01,0.05,-0.03,0.08,-0.07,-0.03,-0.01,B,2020
G. Heydari,Dosqaly,MF,Unethical Comets,27,1991,18.78,0.37,2.42,1.19,46.84,2.59,1.14,0.11,0.31,23.52,0.54,-0.06,0.09,0.04,0.17,-0.01,0.08,0.12,B,2020
I. Namutosi,Dosqaly,MF,Unethical Comets,17,2001,13.86,0.04,0.72,0.16,18.2,0.77,0.12,-0.08,-0.05,29.74,0.07,0.03,-0.02,0.02,0.09,-0.03,0.06,0.05,B,2020
J. Opolot,Dosqaly,MF,Unethical Comets,27,1992,12.71,-0.1,0.89,0.22,36.37,0.96,0.3,-0.01,0,22.79,0.07,0.1,-0.06,-0.02,0.06,0.05,-0.05,-0.07,B,2020
J. Papp,Dosqaly,MF,Unethical Comets,20,1998,0.2,0.02,-0.06,0.08,,0.1,-0.1,,,,-0.09,0.04,0.06,-0.09,-0.06,,0.08,-0.03,B,2020
X. Kamble,Dosqaly,MF,Unethical Comets,27,1991,16.86,0.27,1.68,0.35,24.04,1.75,0.5,0.06,0.55,27.5,0.51,0.1,0.03,0.13,0.11,0.1,0.11,0.11,B,2020
J. Mutyaba,Dosqaly,MFDF,Unethical Comets,29,1990,27.24,0.04,0.54,0.23,43.75,0.63,0.32,0.06,0.23,13.14,-0.07,-0.07,-0.09,-0.04,0.12,0.1,0.03,-0.06,B,2020
E. Rashidi,Landli Blicporlip,MFFW,Unethical Comets,27,1992,1.23,0.06,0.68,0,-0.08,0.7,0.03,0.07,,7.32,-0.1,0.04,-0.07,0.31,0.2,0.28,-0.3,-0.22,B,2020
H. Isa,Central Diasongo,DF,Villainous Eagles,32,1986,22.8,0,0.38,-0.03,0.01,0.48,0.07,0.03,,11.48,0.09,-0.08,0,-0.01,-0.03,0.12,-0.1,-0.03,B,2020
K. Weiß,Central Diasongo,DF,Villainous Eagles,22,1996,4.97,-0.02,0.03,0.01,,0.04,-0.01,,,,0.08,0.07,0.09,0.01,-0.05,,0.01,0.09,B,2020
Y. Bano,Central Diasongo,DF,Villainous Eagles,29,1990,6.11,0.09,0.22,-0.02,-0.07,0.16,-0.07,-0.03,,22.78,-0.05,0.07,0.06,0.08,0.04,-0.03,-0.03,-0.04,B,2020
T. Maganga,Coastpa Barleslands,DF,Villainous Eagles,23,1996,0.66,-0.02,0.09,0.03,,0.1,0.07,,,,0.02,-0.03,0.08,-0.09,-0.05,,0.08,0.06,B,2020
M. Lehmann,Dosqaly,DF,Villainous Eagles,25,1994,5.13,-0.08,-0.05,0,,-0.1,-0.04,,,,0.04,0.02,0,-0.01,0.08,,0.06,0.03,B,2020
M. Okori,Dosqaly,DF,Villainous Eagles,18,2001,14.19,0.01,0.34,0.04,0.02,0.22,-0.06,0.02,,17.9,0,-0.1,0.06,-0.08,0.03,0.11,0.08,0,B,2020
S. Parisi,Dosqaly,DF,Villainous Eagles,31,1988,26.04,0.09,0.31,0.13,24.97,0.4,0.05,0.18,0.53,8.17,0.07,0.03,0.03,0.03,0.09,0.08,-0.04,0.01,B,2020
U. Heilig,Dosqaly,DF,Villainous Eagles,30,1989,22.03,0.09,0.3,0.13,25.07,0.28,0.02,0.02,-0.03,21.67,-0.1,0.06,0.02,-0.02,-0.08,-0.02,-0.04,0.08,B,2020
U. bin Salleh,Unicorporated Tiagascar,DF,Villainous Eagles,29,1990,9.03,0.09,0.8,0.29,42.97,0.77,0.38,-0.01,-0.08,7.97,0.1,-0.02,0.01,0.11,0.09,0.13,0.03,-0.08,B,2020
E. Kinoshita,Biarizea,FW,Villainous Eagles,27,1992,17.35,0.34,3.38,1.22,36.26,3.4,1.18,0.1,0.38,20.88,0.71,0,-0.04,0.31,0.26,0.18,0.02,-0.04,B,2020
E. Ajwang,Central Namemo Laand,FW,Villainous Eagles,27,1992,10.07,0.33,1.95,0.82,45.04,1.95,0.95,0.18,0.27,15.76,-0.03,0.17,0.14,0.32,0.25,0.04,0.1,0.03,B,2020
J. Natukunda,Dosqaly,FW,Villainous Eagles,21,1998,0.77,-0.03,2.5,-0.07,-0.03,2.62,0.03,-0.01,,8.71,-0.08,0.08,-0.03,0.25,0.33,0.09,-0.28,-0.35,B,2020
A. Munda,Dosqaly,GK,Villainous Eagles,36,1983,26,0.08,0.06,0.01,,-0.04,0,,,,0.02,0.09,0.04,0.06,-0.01,,0.04,-0.05,B,2020
M. Mertens,Pahon,GK,Villainous Eagles,26,1993,2.1,-0.07,-0.07,-0.07,,-0.06,-0.09,,,,-0.09,0.08,0.1,0,-0.08,,0.06,-0.02,B,2020
J. Nakamya,Dosqaly,MF,Villainous Eagles,23,1995,7.15,0.32,2.85,0.67,24.93,2.7,0.74,0.1,0.38,20.42,0.17,-0.01,0.05,0.09,0.11,0.03,0.1,0.1,B,2020
M. Ojo,Dosqaly,MF,Villainous Eagles,24,1995,27.71,-0.05,1.39,0.32,28.92,1.41,0.37,-0.06,0.02,24.93,0.1,0.07,-0.08,0.13,0,0.03,0.02,-0.1,B,2020
N. Kigongo,Dosqaly,MF,Villainous Eagles,22,1996,17.57,0.13,1.97,0.98,47.15,2,0.97,0.03,0.11,18.15,0.05,0.05,0.05,0.1,0.18,0.09,-0.09,-0.12,B,2020
P. Nieminen,Dosqaly,MF,Villainous Eagles,32,1987,20.71,0.18,1.35,0.37,20.04,1.54,0.28,0.02,0.36,22.48,0.21,0.09,-0.05,0.14,0.19,-0.03,-0.02,-0.09,B,2020
P. Oravec,Dosqaly,MF,Villainous Eagles,28,1990,1.22,-0.07,2.22,0.04,0.06,2.46,0,-0.02,,21.84,0.07,-0.04,0.02,0.06,0.09,-0.04,-0.04,-0.11,B,2020
T. Kuok,Dosqaly,MF,Villainous Eagles,21,1998,0.91,1.2,2.23,1.17,50.06,2.19,1.1,0.49,1.06,10.32,-0.02,-0.09,0.05,0.38,0.53,0.12,0.76,0.66,B,2020
T. Pärn,Dosqaly,MF,Villainous Eagles,19,2000,0.66,0.02,0.06,0.03,,0.05,-0.05,,,,0.07,0.04,-0.06,-0.08,0.04,,-0.08,0.04,B,2020
D. Businge,Greri Landmoslands,MF,Villainous Eagles,22,1996,17,0.02,2.19,0.47,25.04,2.13,0.6,0.03,0.16,19.22,0.02,0,-0.02,0.15,0.19,-0.02,-0.1,-0.1,B,2020
Y. Kat?,Dosqaly,MFDF,Villainous Eagles,32,1987,19.36,0.01,1.9,0.66,31.37,1.86,0.61,0.05,0,19.07,0.08,-0.02,0.04,0.02,0.16,0.12,-0.03,-0.07,B,2020
Z. Ogawa,Coastpa Barleslands,MFFW,Villainous Eagles,24,1995,16.75,0.12,0.78,0.36,35.79,0.75,0.28,0.04,0.1,16.86,0.07,0.03,0.02,-0.01,0.17,0.16,0.06,0.08,B,2020
Q. Yamazaki,Pierrema,MFFW,Villainous Eagles,22,1997,3.44,0.87,1.74,1.46,83.25,1.82,1.43,0.48,0.51,14.72,0.04,-0.03,0.02,0.26,0.26,0.12,0.68,0.6,B,2020
O. Musiimenta,Ucame Ofne,MFFW,Villainous Eagles,26,1993,7.58,0.39,4.16,0.88,18.9,4.19,0.85,0.09,0.44,13.92,0.09,0,0.05,0.45,0.42,0.14,0.03,0.12,B,2020
B. Waon,Badad,DF,Weak Blimps,23,1996,15.81,-0.04,0.52,0.03,14.38,0.5,0.14,0.24,0.97,24.04,-0.06,-0.1,0.09,0.08,0.05,-0.05,0,-0.01,B,2020
O. Naderi,Badad,DF,Weak Blimps,26,1992,12.24,0.14,0.41,0.34,60.09,0.48,0.27,0.63,0.92,17.75,-0.01,0,-0.04,0.03,0.19,0.32,0.07,0.19,B,2020
E. Odeke,Coastpa Barleslands,DF,Weak Blimps,20,1998,2.27,0,0.37,0.02,0.03,0.49,-0.06,0.05,,17.78,-0.03,0.01,-0.09,-0.04,0.04,0.01,0.1,-0.02,B,2020
Q. bin Abd Rahman,Dosqaly,DF,Weak Blimps,19,2000,8.52,-0.08,0.22,-0.04,-0.03,0.18,0.02,-0.08,,29.13,-0.07,0,0.1,0.05,-0.03,-0.02,-0.07,-0.08,B,2020
U. Shahar,Dosqaly,DF,Weak Blimps,20,1999,16.11,0.1,0.15,0.15,24.94,0.19,-0.01,0.28,1.09,21.76,-0.05,-0.1,0.02,0.02,-0.01,0,0,0.09,B,2020
Z. Akoth,Dosqaly,DF,Weak Blimps,20,1999,14.03,-0.07,0.12,0.07,33.38,0.29,0.14,-0.05,-0.08,10.12,-0.01,0.07,0.04,0.06,0.03,0.06,0.07,-0.12,B,2020
Z. Nakiganda,Dosqaly,DF,Weak Blimps,24,1995,2.92,0.04,0.01,0.07,,-0.04,0,,,,0.08,-0.08,0.02,-0.1,0.05,,0.02,0.07,B,2020
P. Tumwine,Lefghau,DF,Weak Blimps,35,1983,20.98,-0.03,0.81,0.32,31.52,0.88,0.3,-0.01,0.16,9.44,0.06,-0.07,0.1,-0.02,0.06,0.13,-0.05,-0.1,B,2020
E. Kova?i?,Mico,DF,Weak Blimps,25,1994,1.81,-0.02,0.49,0.6,100.02,0.57,0.6,0.05,0.01,31.38,0.49,-0.07,-0.1,0.02,-0.04,0.06,-0.08,0.04,B,2020
L. Das,Central Diasongo,DFFW,Weak Blimps,20,1999,0.55,-0.04,1.62,1.64,100.07,1.71,1.77,0,0.08,6.93,0.07,0.09,0.06,0.27,0.31,0.24,-0.33,-0.28,B,2020
V. Koller,Coastpa Barleslands,DFFW,Weak Blimps,23,1995,7.11,0.22,0.83,0.51,66.61,0.81,0.49,0.19,0.33,8.31,-0.08,0.05,-0.04,0.24,0.08,0.27,0.05,-0.09,B,2020
B. Kayondo,Lefghau,DFMF,Weak Blimps,23,1996,12.41,0,0.49,0.16,20.04,0.42,0.06,0.06,-0.1,18.65,0.1,-0.1,-0.08,0.1,-0.02,0.12,-0.07,0.02,B,2020
T. Chua,Dosqaly,FW,Weak Blimps,29,1990,1.14,0.09,1.89,0.01,-0.08,1.8,0.03,0.04,,13.48,-0.01,-0.05,0.01,0.11,0.03,-0.01,-0.03,-0.14,B,2020
P. Khoh,Mico,FW,Weak Blimps,21,1997,21.04,0.49,1.98,1.18,59.53,2.09,1.24,0.24,0.53,13.69,-0.09,-0.07,-0.07,0.33,0.28,0.23,0.26,0.22,B,2020
B. Nyamadzawo,Dosqaly,FWDF,Weak Blimps,22,1997,1.6,-0.01,0.09,0.06,,-0.02,-0.02,,,,-0.08,0.02,-0.07,0.08,0.07,,-0.08,0.04,B,2020
F. Fournier,Pierrema,FWDF,Weak Blimps,23,1996,11,0.1,1.79,0.76,47.49,1.62,0.74,0.11,0.09,17.4,0.05,-0.09,0.06,0.23,0.08,-0.01,-0.09,-0.14,B,2020
X. Lim,Tabhu Striary,FWDF,Weak Blimps,22,1997,1.43,0.03,0.74,-0.01,-0.1,0.66,-0.08,-0.03,,12.08,-0.09,0,0.09,0.14,0.1,0.12,-0.11,-0.05,B,2020
Y. bin Abu Bakar,Central Namemo Laand,FWMF,Weak Blimps,20,1999,13.86,0.29,1.26,0.5,35.33,1.24,0.5,0.13,0.41,16.93,0.03,0.01,0.03,0.12,0.17,0.25,0.07,0,B,2020
J. Nakayama,Dosqaly,FWMF,Weak Blimps,20,1999,7.51,0.06,2.04,0.74,31.39,2.04,0.76,0.07,0.19,16.08,-0.1,-0.08,-0.03,0.35,0.23,0.09,-0.09,-0.15,B,2020
I. Korugyendo,Dosqaly,GK,Weak Blimps,22,1997,2.08,-0.02,0.07,0.1,,0.03,-0.03,,,,0.1,0.01,-0.03,0,-0.05,,0.02,0.01,B,2020
C. V?tols,Imaar Vircoand,GK,Weak Blimps,26,1993,26.05,-0.07,-0.03,0.1,,-0.07,0.06,,,,0.04,-0.09,-0.01,-0.06,0.01,,0.01,0.02,B,2020
G. Kaweesa,Central Namemo Laand,MF,Weak Blimps,25,1994,5.8,0.09,0.88,0.16,19.96,0.8,0.18,0.29,0.93,15.36,-0.08,0.07,0,0,0.01,0.02,0,0.16,B,2020
B. Mohamed,Dosqaly,MF,Weak Blimps,24,1995,0.65,-0.05,0.02,0.09,,-0.06,0.06,,,,-0.08,-0.03,0.07,0.04,-0.05,,-0.03,-0.01,B,2020
B. Nalugwa,Dosqaly,MF,Weak Blimps,18,2001,6.53,-0.09,0.15,-0.07,-0.07,0.16,-0.03,-0.02,,17.02,-0.04,-0.08,-0.03,0.05,0.04,0.06,0.06,0.05,B,2020
I. Irumba,Dosqaly,MF,Weak Blimps,19,1999,0.45,0.08,0.01,0.04,,0.07,0.04,,,,-0.04,-0.02,0.08,0.08,-0.09,,0.01,0.01,B,2020
N. Maeda,Dosqaly,MF,Weak Blimps,26,1993,25.07,0.12,2.12,0.88,39.56,2.17,0.91,0.14,0.34,20.67,0.08,0,0,0.14,0.18,0.01,0.05,0.16,B,2020
Q. Loeng,Dosqaly,MF,Weak Blimps,24,1995,19.75,0.29,2.59,0.82,28.35,2.67,0.83,-0.03,0.13,27.86,1.06,0.19,0.19,0.28,0.04,0.14,0.07,0.03,B,2020
J. Khosravi,Dosqaly,MFFW,Weak Blimps,22,1997,10.92,0.13,0.47,0.3,60.06,0.51,0.22,0.2,0.3,19.54,0.01,-0.02,-0.04,0.05,0.11,0.12,0.1,0,B,2020
P. Li,Dosqaly,MFFW,Weak Blimps,21,1998,18.05,0.07,2.17,0.57,28.95,2.16,0.53,-0.02,0.14,17.23,-0.04,-0.04,0.06,0.21,0.1,0.09,-0.2,-0.15,B,2020
G. Mar,Pierrema,MFFW,Weak Blimps,22,1996,12.6,0.18,1.77,0.67,42.98,1.71,0.8,0.08,0.3,17.43,0.01,0.01,-0.09,0.05,0.06,0.08,0.09,0.03,B,2020
O. Ssenabulya,Pierrema,MFFW,Weak Blimps,19,1999,5.38,0.15,0.72,0.68,99.99,0.66,0.82,0.21,0.18,12.68,0.06,-0.09,0.09,0.14,0.19,0.18,-0.11,0.05,B,2020
F. Aminu,Dosqaly,DF,Wet Monarchs,30,1989,25.97,-0.01,0.39,0.07,24.96,0.56,0.04,0.18,0.64,16.54,0,0.09,-0.07,-0.04,0.05,0.08,0.13,0,B,2020
J. Wojciechowski,Dosqaly,DF,Wet Monarchs,21,1998,15.53,0.07,0.7,0.28,40.02,0.73,0.29,0.07,0.07,19.73,0.03,0.07,0.03,0.12,-0.06,0.08,-0.09,-0.01,B,2020
L. Akech,Dosqaly,DF,Wet Monarchs,22,1996,22.78,0.02,0.84,0.09,11.85,0.73,0.1,0.02,0.56,18.97,0.09,-0.09,-0.08,0,-0.01,0.09,0.03,0.07,B,2020
L. bin Osman,Dosqaly,DF,Wet Monarchs,27,1992,10.26,0.17,0.59,0.23,39.96,0.43,0.27,0.12,0.56,16.64,-0.07,0.06,-0.06,0.1,0.12,0.13,-0.08,0.02,B,2020
Q. Becker,Dosqaly,DF,Wet Monarchs,24,1994,19.36,0.08,0.83,0.12,17.66,0.89,0.11,0.02,0.32,18.4,-0.01,-0.06,0,0.05,0.15,0,-0.11,0.01,B,2020
X. Kyei,Dosqaly,DF,Wet Monarchs,25,1994,17.05,0.05,0.25,-0.06,0.02,0.33,-0.1,-0.09,,22.26,0.07,-0.04,-0.09,-0.02,0.03,0.05,0.05,0.09,B,2020
I. Matsinhe,Dosqaly,DFFW,Wet Monarchs,20,1998,0.18,0.1,0.02,0.08,,0.06,0.03,,,,-0.07,-0.03,0.02,-0.08,-0.08,,0.1,-0.09,B,2020
P. Tse,Biarizea,FW,Wet Monarchs,21,1998,0.22,0.08,0.08,-0.07,,-0.08,0,,,,-0.03,-0.07,0.09,-0.05,0.08,,0.08,-0.09,B,2020
L. Lukwago,Coastpa Barleslands,FW,Wet Monarchs,22,1996,1.59,1.27,4.29,1.95,42.9,4.54,2.01,0.38,0.59,12.56,-0.1,-0.03,0.08,0.82,0.77,0.13,0.46,0.55,B,2020
L. Chandia,Dosqaly,FW,Wet Monarchs,31,1988,6.54,0.33,2.7,1.25,44.33,2.82,1.33,0.18,0.17,15.07,0.07,0.02,-0.02,0.24,0.26,0.13,0.03,0.17,B,2020
Y. Seidel,Dosqaly,FW,Wet Monarchs,20,1998,0.17,-0.1,0.06,0.01,,0.04,-0.03,,,,0.02,-0.05,-0.08,0.08,0.05,,0.05,0.1,B,2020
