"","Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","X90s.1","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","X90s.2","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"1020","I. Tukundane","Pierrema","FWMF","Blue Jaguars",27,1992,2.95,-0.08,3.25,0.65,20.03,3.44,0.66,0.04,-0.03,12.59,-0.04,-0.07,-0.04,0.42,0.37,0.02,-0.4,-0.45,3.05,16.32,21.7,75.39,231.64,52.06,11.33,12.93,87.23,3.69,5.63,64.66,0.62,0.65,100.02,0.07,0.16,-0.02,3.02,0.26,0.37,0.09,0.05,0.29,-0.09,-0.05,NA,-0.07,4.4,1.42,30.75,0.36,1.35,2.62,0.61,0.37,-0.01,0.4,-0.04,0.27,0.67,-0.04,"C",2020
"1021","V. Ikeda","Southern Viout Aman","FWMF","Blue Jaguars",25,1994,23.39,0.21,1.59,0.59,45.71,1.42,0.67,0.12,0.41,14.87,-0.06,-0.01,-0.08,0.19,0.17,0.08,-0.01,-0.02,23.36,19.6,27.55,70.98,290.37,78.18,11.63,14.76,79.03,5.62,7.79,72.72,1.32,2.63,51.69,0.09,0.06,-0.08,23.36,1.09,0.85,0.44,0.34,0.09,0.43,1.07,29.61,0.82,15.57,3.97,25.8,2.9,7.26,5.42,1.18,0.17,0.01,1.04,0.34,1.55,1.24,-0.01,"C",2020
"1031","O. Kantono","Esia","MFFW","Blue Jaguars",28,1991,3.86,0.08,1.29,-0.02,0.09,1.39,0.05,-0.07,NA,14.77,0.01,0.02,0.06,0.06,0.15,0.14,-0.17,-0.08,3.84,35.55,40.79,87.07,559.78,121.62,19.7,22.43,88.2,13.78,15.03,91.3,1.28,1.77,71.42,0.03,-0.01,0.02,3.88,2.85,0.85,0.75,1.88,0.29,1.3,1.78,71.42,0.45,19.52,4.67,24.21,6.36,9.71,3.45,2.02,0.36,0.05,1.82,1.31,4.21,0.47,0.07,"C",2020
"1032","M. Omony","Giumle Lizeibon","MFFW","Blue Jaguars",19,1999,16.52,0.35,3.43,1.4,41.06,3.43,1.29,0.11,0.35,13.52,-0.03,0.03,-0.02,0.4,0.47,0.11,-0.12,-0.15,16.6,21.31,29.81,71.34,325.12,68.58,11.73,15.07,78.08,7.02,8.94,78.57,1.56,3.09,49.09,0.2,0.08,-0.01,16.5,2.1,1.26,0.96,0.69,0.4,0.59,2.43,21.34,1.93,24.83,6.96,28.06,5.86,10.37,8.63,1.88,0.19,-0.04,1.7,0.55,2.75,0.68,-0.1,"C",2020
"1042","D. Morales","Dosqaly","FW","Fiery Governors",22,1997,11.77,0.33,2.87,1.03,32.35,2.87,0.92,0.06,0.2,11.1,0.02,0.19,0,0.46,0.48,0.13,-0.32,-0.4,11.74,11.35,17.43,64.78,165.22,19.28,6.6,8.98,74.23,3.68,5.66,62.61,0.77,1.2,53.39,0.06,-0.06,0.04,11.68,0.57,0.17,0.04,0.44,0.06,0.08,0.56,0.02,0.43,14.76,3.86,26.08,0.49,7.26,7.04,0.69,0.34,0.05,0.3,0.11,0.69,0.93,-0.02,"C",2020
"1043","Q. Tshia","Esia","FW","Fiery Governors",19,2000,2.8,0.4,2.42,0.63,28.65,2.48,0.73,0.05,0.46,15.44,0.01,0.06,-0.05,0.32,0.37,0.08,0.03,-0.02,2.72,14.29,18.58,76.92,203.92,38.88,7.54,7.43,100.09,4.68,5.45,86.79,0.75,1.78,40.07,0.06,0.13,-0.1,2.83,2.43,1.75,0.38,1.39,0.72,1.39,3.22,44.32,1.79,29.92,7.82,26.14,5.4,18.95,5.79,2.05,0.37,0.04,1.69,0.39,2.81,0.79,-0.03,"C",2020
"1044","I. Peeters","Giumle Lizeibon","FW","Fiery Governors",27,1992,19.15,0.29,2.02,1.1,55.31,2.07,1.19,0.16,0.23,14.59,-0.09,-0.01,0.05,0.31,0.3,0.13,0.03,0.01,19.24,12.02,18.72,64.17,183.08,42.46,6.28,8.83,72.12,4.28,5.82,73.26,0.68,2.04,33.33,0.24,0.24,0.03,19.13,1.24,0.72,0.21,0.55,0.3,0.23,0.88,23.57,0.74,22.15,5.4,23.9,2.6,10.1,9.63,1.19,0.15,-0.02,1.03,0.48,1.64,0.81,0.02,"C",2020
"1045","F. Lemaire","Landli Blicporlip","FW","Fiery Governors",28,1991,1.08,0.05,0.04,0.07,NA,-0.02,0.04,NA,NA,NA,-0.05,-0.09,-0.07,-0.01,0.04,NA,-0.03,0.06,1.06,12.6,20.81,60.98,167.29,31.82,9.14,10.05,90.89,1.76,5.39,33.27,0.95,3.68,24.92,0.04,-0.04,-0.03,1.13,-0.04,0.02,0,0.08,0.09,-0.07,0.99,0.01,0.97,17.38,2.74,15.78,0.88,6.33,10.08,0.91,-0.1,-0.05,0.99,-0.09,0.09,0.86,0.02,"C",2020
"1046","X. Hofer","New Uwi","FW","Fiery Governors",31,1987,12.65,0.14,2.36,0.79,35.52,2.53,0.93,0.04,0.07,11.55,0.08,-0.1,-0.09,0.47,0.35,0.06,-0.38,-0.38,12.66,15.65,24.22,64.35,216.44,46.35,9.13,13.38,67.94,4.32,7.08,60.38,0.93,1.77,52.18,0.04,0.06,0.09,12.77,0.52,0.23,-0.02,0.43,0.03,-0.01,0.53,14.29,0.4,17.37,4.48,25.73,1.52,8.14,7.88,0.91,0.23,0.1,0.74,0.37,0.92,1.1,0.03,"C",2020
"1047","S. Nakabugo","Republic of Denand Landsa","FW","Fiery Governors",21,1997,5.48,0.22,2.4,0.62,23.12,2.51,0.6,0.01,0.29,11.06,0.06,0.08,0.07,0.37,0.44,0.09,-0.09,-0.17,5.33,13.74,18.83,72.59,223.09,63.95,7.16,8.16,88.58,4.59,6.22,73.57,1.21,2.31,58.29,-0.06,0.08,-0.07,5.36,0.3,0.27,-0.1,0.18,0.29,0.32,1.35,28.51,0.9,14.63,4.16,29.02,1.83,7.34,5.44,1.29,0.29,0.1,0.85,0.32,0.74,0.28,0.05,"C",2020
"1048","A. Ngabirano","Xikong","FWMF","Fiery Governors",25,1993,28.9,0.47,2.59,1.05,40.39,2.5,1.09,0.08,0.46,16.63,0.02,0.02,0.08,0.31,0.42,0.19,0.09,0.15,28.84,14.14,20.06,70.71,228.05,49.26,7.61,9.47,79.14,4.81,6.39,74.17,1.29,2.74,46.76,0.08,0.09,-0.07,28.87,0.88,0.36,0.29,0.53,0.13,0.31,1.11,21.29,0.83,22.4,5.13,22.67,3.68,11.24,7.51,1.1,0.32,0.01,0.8,0.48,1.38,0.31,0.08,"C",2020
"1057","Y. Jain","Esia","MFFW","Fiery Governors",23,1996,19.73,0.29,1.85,0.57,28.66,1.8,0.45,0.02,0.43,21.83,-0.08,-0.03,0.08,0.16,0.06,0,0.03,0.17,19.75,17.52,26.92,65.17,295.97,102.54,8.83,11.52,76.33,5.65,8.57,65.5,2.28,4.27,55.34,0.06,0.19,0.05,19.77,1.8,1.15,0.83,0.56,0.38,0.78,1.88,41.79,1.03,20.12,5.28,26.42,5.5,8.89,5.64,2.05,0.17,-0.04,1.88,0.35,2.25,1.04,0.03,"C",2020
"1067","U. Musa","Esia","FW","Horrible Flames",27,1992,22.67,0.35,3.21,1.46,42.74,3.36,1.38,0.16,0.21,14.18,0.1,-0.04,0.03,0.45,0.45,0.19,-0.08,-0.1,22.64,18.94,26.53,71.08,295.6,72,9.75,12.41,78.11,6.29,8.76,71.73,1.64,2.75,60.88,0.23,0.33,0.01,22.7,0.83,0.52,0.2,0.4,0.25,0.07,0.82,17.52,0.7,18.87,5.81,30.22,1.05,8.69,9.34,0.98,0.3,0.01,0.71,0.19,0.99,0.54,-0.03,"C",2020
"1068","I. Nagadya","Imaar Vircoand","FW","Horrible Flames",26,1992,13.04,0.56,3.71,1.38,38.21,3.69,1.44,0.15,0.24,11.71,0.05,0.14,-0.01,0.54,0.43,0.14,-0.01,-0.1,12.99,17.58,23.75,73.62,257.81,28.77,10.12,13.64,74.52,4.71,5.79,79.99,1.37,1.95,75.09,0.05,0.21,-0.1,13.01,0.59,0.09,0.16,0.19,0.25,0.24,0.77,30,0.56,14.21,4,27.52,0.44,5.52,8.25,0.72,0.07,0.01,0.63,0.12,0.62,0.36,0,"C",2020
"1069","J. Adam","Esia","FWDF","Horrible Flames",29,1990,15.89,0.19,3.48,1.55,45.4,3.55,1.55,0.05,0.21,16.18,0,-0.09,-0.01,0.46,0.28,0.19,-0.09,-0.08,15.89,30.87,44.7,68.9,510.94,165.24,16.86,20.02,83.58,10.4,15.09,68.04,3.28,6.79,49.45,0.36,0.33,0.1,15.76,1.16,0.77,0.38,0.58,0.23,0.18,1.99,13.38,1.56,18.8,6.33,33.29,3.79,8.99,6.05,1.14,-0.04,0.06,1.12,0.41,1.78,0.25,0,"C",2020
"1070","A. Namubiru","Dosqaly","FWMF","Horrible Flames",20,1999,19.74,0.28,2.05,1.24,56.08,2.07,1.15,0.14,0.19,18.25,0.09,0.05,0.05,0.15,0.3,0.12,0.07,-0.08,19.71,26.06,35.49,73.66,420.17,91.02,14.23,16.86,85.46,8.75,11.9,73.98,2.49,4.59,52.84,0.33,0.19,0.08,19.68,0.37,0.14,0.2,0.37,-0.05,0.13,0.72,15.41,0.49,12.04,3.46,29.38,1.69,5.98,4.46,0.78,0.02,0.05,0.79,0.48,0.89,-0.02,-0.02,"C",2020
"1071","L. Ndoro","Esia","FWMF","Horrible Flames",16,2003,4.16,0.17,0.95,0.64,75.03,0.99,0.7,0.33,0.38,16.07,0.1,0.06,0.08,0.02,0.04,0,0.22,0.17,4.01,37.16,45.44,81.62,517.98,97.87,21.78,24.9,87.29,12.04,14.91,80.38,1.7,2.64,63.6,-0.1,0.03,-0.04,4.12,1.43,0.7,0.21,0.93,0.21,0.75,1.23,59.92,0.45,16.59,3.31,20.66,2.27,7.14,7.28,1.39,0.09,0.08,1.51,0.39,1.93,1.08,0,"C",2020
"1072","W. Ainomugisha","Thaijagypt","FWMF","Horrible Flames",21,1997,12,0.31,2.53,0.82,35.43,2.46,1.01,0.07,0.5,17.47,0.14,-0.04,0.07,0.34,0.36,0.24,0.14,0.04,12.03,26.85,39.86,67.83,505.14,155.11,11.69,15.49,76.32,10.78,14.13,75.92,3.69,7.77,47.49,0.22,0.13,-0.04,12.05,0.72,0.35,0.25,0.35,0.1,0.34,1.07,30.87,0.78,14.01,3.78,26.81,2.88,6.14,5.01,0.9,0.1,0.04,0.67,0.5,1.33,0.66,0.02,"C",2020
"1080","H. Alobo","Esia","MFFW","Horrible Flames",20,1999,27.25,0.36,2.12,0.93,43.09,2.07,1,0.09,0.42,14.75,-0.02,0.1,0.13,0.31,0.24,0.24,0.04,0.12,27.25,44.19,51.82,85.14,689.18,136.38,24.92,27.64,90.12,15.25,17.13,88.13,3.02,3.93,76.43,0.12,0.14,-0.02,27.34,0.92,0.65,0.1,0.52,0.31,0.24,1.51,19.58,1.11,12.24,3.69,30.69,1.64,5.44,5.23,1.02,0.09,-0.02,0.89,0.05,1.09,0.99,-0.08,"C",2020
"1081","M. Nyirongo","Lefghau","MFFW","Horrible Flames",19,2000,3.39,0.86,2.69,1.11,44.44,2.6,1.13,0.31,0.84,16.37,0.05,0.09,0.04,0.53,0.62,0.21,0.36,0.25,3.38,33.78,42.04,80.31,541.47,183.16,18.15,20.25,89.84,11.9,14.11,83.25,2.95,5.91,50.05,0.58,0.33,0.2,3.39,1.28,0.85,0.86,0.19,0.03,0.33,0.63,50.01,0.39,15.37,3.8,24.94,2.43,8.26,4.7,2.03,0.3,0.08,1.73,-0.05,1.19,0.02,-0.03,"C",2020
"1089","K. Eyotaru","Dosqaly","FW","Little Lollipops",21,1997,24.59,0.34,2.37,1.67,66.08,2.46,1.64,0.16,0.19,12.58,-0.09,0.06,-0.03,0.41,0.43,0.17,0.06,-0.05,24.46,19.32,28.14,68.54,257.92,69.24,12.02,15.83,76.27,5.32,7.77,67.49,0.83,2.04,42.85,0.31,0.34,0.01,24.44,1.07,0.69,0.39,0.36,0.38,0.41,1.16,37.99,0.68,18.72,4.23,22.91,2.58,8.15,7.98,1.07,0.06,-0.08,1.06,0.42,1.53,0.83,0.04,"C",2020
"1090","U. Nhantumbo","Dosqaly","FW","Little Lollipops",26,1993,23.74,0.37,3.33,1.53,45.49,3.29,1.39,0.18,0.21,16.33,-0.02,-0.02,-0.02,0.42,0.42,0.17,-0.07,0.07,23.76,21.71,30.14,72.22,346.16,88.17,12.52,15.46,80.8,6.49,8.78,73.38,2.13,3.4,65.73,0.42,0.33,0.18,23.77,0.84,0.38,0.25,0.41,0.21,0.24,1.31,23.27,0.95,16.87,3.9,23.25,1.41,7.45,7.8,0.99,0.31,0.07,0.86,0.27,1.02,0.19,0.05,"C",2020
"1091","U. Ojiambo","Esia","FW","Little Lollipops",20,1999,-0.02,-0.02,0.03,0.02,NA,0,-0.06,NA,NA,NA,-0.07,0.06,-0.05,0.02,0.07,NA,0,-0.01,-0.09,0.05,-0.06,NA,0.05,-0.07,0.07,-0.06,NA,-0.06,0.09,NA,-0.04,-0.09,NA,0.01,0.01,-0.01,0,-0.02,0.01,0.06,-0.01,-0.09,0,0.09,NA,-0.07,0.99,0.06,-0.02,-0.08,-0.06,0.93,0.09,-0.05,0.02,0.08,1.02,0.91,-0.02,0.09,"C",2020
"1092","M. Li","Iverde","FW","Little Lollipops",31,1988,1.8,-0.03,2.42,-0.05,0.1,2.33,0.02,0.09,NA,23.48,1.24,0.06,0.06,0.17,0.21,0.04,-0.06,-0.12,1.76,26.45,35.26,74.93,462.46,155.89,10.54,13.46,78.4,13.5,16.59,82.06,1.78,3.61,49.99,0.55,0.32,0.11,1.61,2.92,1.1,0.51,0.55,1.83,0.65,4.03,14.33,3.44,19.37,3.44,18.24,4.19,9.39,5.85,0.68,0.03,0,0.63,0.61,3.52,0.63,-0.08,"C",2020
"1093","E. Tumuhimbise","Esia","FWMF","Little Lollipops",28,1991,16.12,0.39,2.45,0.93,37.42,2.56,0.98,0.1,0.44,14.4,0.08,0.05,-0.03,0.5,0.46,0.28,-0.14,-0.06,16.07,23.33,32.91,70.87,383.72,112.59,12.47,15.21,81.81,7.91,11.06,71.24,2.26,4.93,47.43,0.38,0.37,-0.04,16.1,1.88,1.33,0.58,0.93,0.46,0.18,1.14,23.51,0.74,17.68,5.1,29.01,4.04,7.95,5.62,1.32,0.16,0.01,0.95,0.49,2.21,0.42,-0.03,"C",2020
"1094","M. Mathieu","Quewenia","FWMF","Little Lollipops",22,1997,17.12,0.43,2.53,0.99,40.99,2.57,1.12,0.24,0.35,12.1,-0.07,0.06,0,0.47,0.43,0.22,-0.09,0.06,17.28,17.07,22.71,75.32,262.19,53.67,9.5,11.5,84.16,5.74,7.36,77.34,1.24,1.78,62.47,0.35,0.21,-0.08,17.26,1.37,0.89,0.14,0.77,0.4,0.29,0.95,35.34,0.54,23.05,5.59,24.18,1.79,10.7,10.37,0.87,0.15,-0.05,0.78,0.19,1.56,0.38,-0.04,"C",2020
"1105","C. Khalil","Esia","MFFW","Little Lollipops",27,1992,18.17,0.29,1.27,0.58,43.58,1.27,0.53,0.18,0.58,16.7,0.09,0.06,-0.06,0.34,0.37,0.2,-0.1,-0.07,18.01,38.79,48.61,79.64,787.06,218.48,15.18,17.13,88.34,15.15,17.81,84.78,7.14,11.18,63.95,0.27,0.22,-0.06,18.2,2.31,1.58,0.96,0.94,0.09,1.19,4.07,29.75,2.78,26.75,6.77,24.97,6.54,12.47,7.62,2.01,0.2,0.05,1.91,0.77,2.99,0.72,0.05,"C",2020
"1106","N. Nalule","Esia","MFFW","Little Lollipops",30,1988,15.86,0.53,2.01,0.86,40.51,1.92,0.85,0.14,0.56,17.11,0.27,0.05,0.17,0.46,0.32,0.16,0.14,0.12,15.87,38.65,47.95,80.85,662.51,111.24,18.9,21.92,85.93,14.68,17.29,85.03,4.33,6.16,70.67,0.14,0.29,0.06,15.94,2.34,1.55,0.46,1.59,0.41,0.57,2.17,27.24,1.43,23.7,6.87,28.65,2.13,12.82,8.73,1.55,0.25,0.02,1.24,0.48,2.89,0.31,-0.05,"C",2020
"1116","F. Kanyago","Esia","FWMF","Marvelous Anchors",23,1996,14.14,0.47,2.81,0.7,23.12,2.69,0.55,0.08,0.38,18,0.14,0.26,0.24,0.33,0.23,-0.02,0.16,0.06,14.02,19.52,25.22,77.46,327.35,67.94,9.32,11.79,78.5,7.8,8.75,87.85,1.93,2.61,70.24,0.15,0.06,0.01,14.01,0.57,0.45,0.23,0.57,0.01,0.12,1.29,15.81,1.14,14.57,4.12,27.79,1.87,8.18,4.55,1.19,0.34,-0.02,0.93,0.41,0.93,0.43,0.08,"C",2020
"1117","N. Nwachukwu","Esia","FWMF","Marvelous Anchors",30,1988,27.03,0.5,2.12,0.77,36.33,1.96,0.69,0.16,0.49,11.72,-0.04,0.05,0.06,0.29,0.22,0.13,0.13,0.19,27.02,12.22,18.93,64.79,192.05,31.97,6.52,9.07,73.15,3.6,6.12,59.33,1.21,2.04,62.36,-0.02,0.04,0.03,27.04,0.99,0.52,0.27,0.45,0.17,0.29,1.03,23.17,0.67,20.24,5.12,25.12,2.38,8.42,9.4,1.32,0.27,-0.01,0.97,0.46,1.5,2.48,-0.04,"C",2020
"1118","P. Ma","Esia","FWMF","Marvelous Anchors",25,1994,27.68,0.25,1.86,0.77,44.01,1.84,0.84,0.24,0.32,13.6,-0.04,-0.07,-0.05,0.34,0.25,0.09,-0.02,0.1,27.64,16.48,23.49,69.96,228.78,34.21,10.14,13.03,77.45,4.12,6.13,67.7,1.12,1.62,65.9,0.14,0.13,0.08,27.67,1.24,0.66,0.39,0.48,0.32,0.43,1.98,18.91,1.54,23.27,5.62,23.8,5.1,10.79,7.42,1.46,0.48,0.01,1.08,0.37,1.7,1.3,0.01,"C",2020
"1128","J. Schmitz","Central Republic of Boekrainego","MFFW","Marvelous Anchors",24,1995,3.39,0.03,1.82,0.34,16.8,1.84,0.33,0.08,-0.07,18.83,-0.05,0.05,0.02,0.06,0.12,0.11,-0.04,-0.08,3.27,17.94,22.99,77.65,289.05,35.77,8.46,9.62,87.42,8.49,11.22,75.6,0.64,0.83,66.69,0.09,0,-0.01,3.39,2.73,1.2,1.45,1.29,0.01,0.68,2.2,28.61,1.44,26.72,4.86,18.3,7.96,12.99,5.68,2.03,0.24,0,1.81,-0.02,2.74,0.55,0.09,"C",2020
"1129","Q. Alhassan","Esia","MFFW","Marvelous Anchors",25,1994,19.02,0.08,0.64,0.15,28.67,0.8,0.16,0.12,0.42,18.69,0.09,0.09,-0.04,-0.03,-0.05,0.06,0.11,0.04,19.07,38.83,46.25,83.94,755.96,135.08,15.59,18.07,86.03,16.45,18.65,87.72,5.67,7.41,77.94,0.14,0.13,0.01,19.18,1.88,1.23,0.54,0.92,0.29,0.67,2.64,24.01,1.9,19.48,5.86,29.83,5.03,9.96,4.37,1.61,0.21,0.06,1.48,0.97,2.76,1.86,0.03,"C",2020
"1130","L. Wasswa","Landli Blicporlip","MFFW","Marvelous Anchors",25,1994,7.6,0.23,1.98,0.84,39.93,1.98,0.71,0.18,0.25,18.88,-0.03,-0.09,-0.02,0.16,0.27,0.07,-0.07,0.04,7.58,26.46,36.7,72.07,479.16,130.96,12.44,15.37,80.88,10.38,13.37,78.06,3.13,5.8,54.44,0.04,0.12,-0.05,7.55,1.22,0.77,0.23,0.48,0.47,0.18,1.89,7.19,1.69,18.89,5.02,26,3.79,8.3,6.67,0.98,0.16,0.04,0.86,0.85,2.06,1.66,-0.05,"C",2020
"1131","G. Acheampong","New Uwi","MFFW","Marvelous Anchors",22,1997,12.92,0.15,2.55,0.96,35.22,2.56,1.02,0.08,0.17,15.29,-0.08,-0.02,0.08,0.12,0.09,0.14,0.06,0.04,12.85,18.43,26.69,69.08,286.44,64.91,9.6,11.56,83.7,7.31,10.06,72.05,0.93,2.55,39.35,0,0.2,-0.21,12.89,1.77,1.36,0.7,0.52,0.49,0.16,1.5,11.11,1.25,15.23,4.33,28.17,3.96,6.41,4.74,1.13,0.15,-0.04,0.93,0.53,2.32,0.48,-0.07,"C",2020
"1132","D. Mortenson","Sobianitedrucy","MFFW","Marvelous Anchors",26,1993,18.03,0.15,2.71,0.96,35.46,2.7,0.99,0.01,0.13,23.22,0.63,-0.02,0.03,0.13,0.08,0.06,0.14,0.1,18.06,30.66,42.32,72.47,605.4,196.75,13.85,16.38,84.49,10.04,12.88,77.61,5.86,10.68,54.69,0.54,0.23,0.21,18.07,0.92,0.54,0.61,0.35,0.07,0.24,1.3,19.92,1.13,12.94,3.43,26.78,3.37,5.25,4.17,1.25,0.18,0.08,1.27,0.76,1.59,0.83,0.13,"C",2020
"1143","N. Nowak","Cuandbo","FW","Mean Trolls",30,1989,10.73,0.32,1.69,0.74,38.9,1.63,0.74,0.04,0.35,12.36,-0.02,0.08,0.19,0.49,0.38,0.25,-0.14,-0.09,10.77,13.64,22.68,60.75,201.59,46.33,7.94,11.65,69.41,3.45,5.34,64.87,1.23,3.05,40.62,0.17,0.14,-0.18,10.62,0.87,0.51,0.22,0.53,0.12,0,0.3,-0.06,0.37,24.31,6.76,27.63,1.84,11.36,11.14,1.03,0.36,0.07,0.79,0.37,1.22,0.63,-0.08,"C",2020
"1144","R. Acheampong","Esia","FW","Mean Trolls",30,1989,0.45,-0.05,1.94,2.03,100.06,2.18,2.19,0.08,-0.09,16.1,-0.06,-0.1,-0.04,0.2,0.22,0.11,-0.23,-0.19,0.43,22,28.1,78.52,251.98,48.01,9.99,13.99,71.34,7.99,9.91,80.02,-0.01,-0.07,NA,-0.05,0.08,0.08,0.58,1.93,2.04,-0.08,1.95,-0.08,-0.09,0.07,NA,0.06,35.98,4.05,11.06,-0.06,22.04,14.02,-0.02,0.05,0.05,0.08,0.02,1.99,0.03,-0.09,"C",2020
"1145","H. Nuraeni","Republic of Denand Landsa","FW","Mean Trolls",22,1996,4.22,0.28,0.94,0.7,74.99,0.88,0.62,0.17,0.42,11.14,-0.07,-0.02,0.06,0.11,0.03,0.13,0.22,0.16,4.27,9.2,16.95,54.92,149.8,33.7,4.69,6.87,69.07,2.64,3.99,64.7,0.94,1.24,79.91,-0.04,0.17,-0.01,4.23,0.57,0.51,0.03,0.48,-0.04,0.16,0.68,33.31,0.51,17.85,4.12,22.75,4.08,10,3.86,1.19,0.2,-0.03,0.9,0.93,1.47,1,0.03,"C",2020
"1146","B. Alali","Esia","FWMF","Mean Trolls",28,1990,30.26,0.46,2.51,1.19,50.76,2.41,1.17,0.23,0.38,13.71,0.06,0.13,0.15,0.49,0.31,0.23,0.05,0.09,30.21,12.28,16.54,73.49,207.92,44.16,5.3,6.76,78.32,5.19,6.18,82.9,1.13,1.75,61.89,0.12,0.15,0,30.17,0.78,0.67,0.19,0.39,0.22,0.19,0.91,13.89,0.89,17.89,4.19,23.82,1.58,7.5,8.88,1.19,0.34,0.09,0.74,0.21,0.94,1.07,-0.02,"C",2020
"1147","J. Wibowo","Esia","FWMF","Mean Trolls",28,1990,7.88,0.22,1.93,0.43,26.78,1.85,0.59,0.03,0.3,15.23,0.1,0.1,0.04,0.24,0.14,0.16,-0.25,-0.17,7.73,13.01,23.54,55.71,227.77,62.21,6.32,8.86,72.48,4.73,7.77,60.68,1.36,4.19,34.32,-0.03,0.15,-0.16,7.7,1.92,0.62,0.94,0.41,0.43,0.15,2.75,4.71,2.56,32.31,8.28,25.32,9.15,14.16,8.89,3.35,0.59,0,2.68,0.81,2.74,1.7,0.03,"C",2020
"1148","A. Lekuru","Leoneku Guidisia","FWMF","Mean Trolls",21,1997,5.04,0.14,1.1,0.59,50.07,1.22,0.55,0.13,0.42,22.15,0.09,0.03,0.07,0.02,-0.02,0.07,0.21,0.06,5.06,11.28,17.33,64.79,155.59,52.77,6.39,8.09,80.46,3.9,5.29,74.08,0.32,2.53,15.3,0.02,-0.08,-0.07,5.15,0.19,0.2,0.3,-0.01,-0.04,0.1,0.75,-0.06,0.81,31.81,6.22,19.79,2.92,17.09,11.9,1.71,0.27,0.1,1.51,0.21,0.46,0.57,0.09,"C",2020
"1149","G. Odoch","Quewenia","FWMF","Mean Trolls",20,1998,28.1,0.27,2.15,0.86,43.35,2.03,0.95,0.12,0.29,16.34,-0.01,0.09,-0.02,0.27,0.18,0.02,-0.12,-0.11,28.09,14.84,23.4,63.84,247.92,84.86,7.7,10.48,73.9,5.43,8.05,66.2,1.3,2.92,46.27,0.12,0.06,-0.15,28.18,1.24,0.86,0.53,0.42,0.2,0.52,1.49,32.61,0.96,19.63,4.87,24.43,5.04,8.97,5.65,1.34,0.06,0.02,1.27,0.98,2.34,1.17,-0.03,"C",2020
"1150","A. Ortega","Zamlie Niabangthe","FWMF","Mean Trolls",21,1997,4.18,0.44,1.3,0.41,40.09,1.16,0.58,0.44,1.08,13.26,0.05,-0.03,0.04,0.39,0.41,0.28,0.12,-0.04,4.09,13.16,18.44,71.03,190.54,44.07,7.97,9.99,80.48,3.22,5.05,61.83,0.93,1.53,66.63,0.2,0.13,-0.04,4.03,0.97,0.66,0.05,0.9,-0.08,0.32,2.66,9.15,2.36,38.38,5.76,15.21,3.7,21.45,13.26,0.7,0.05,0.07,0.67,0.34,1.13,0.82,0.08,"C",2020
"1158","U. Colin","Esia","MFFW","Mean Trolls",22,1997,7.58,0.21,1.35,0.79,60.03,1.39,0.85,0.29,0.28,23.53,0.43,-0.07,0.01,0.14,0.09,-0.02,0.25,0.13,7.48,20.98,32.93,63.67,398.17,95.82,9.2,12.5,73.34,6.68,9.43,70.49,4.22,8.44,48.44,0.09,0.08,0.04,7.56,1.79,1.43,1.12,0.52,0.21,0.34,1.92,21.34,1.39,23.03,5.56,24.25,4.18,12.21,6.61,1.68,0.46,0.09,1.2,0.21,2.11,1.2,0.02,"C",2020
"1159","V. Supriadi","Esia","MFFW","Mean Trolls",21,1997,25.22,0.25,2.54,0.69,28.53,2.54,0.62,0.14,0.32,24.21,0.14,0.08,0.03,0.23,0.27,0.13,-0.01,-0.04,25.38,14.38,23.58,60.7,274.95,91,6.71,9.7,68.01,4.48,6.71,64.41,2.54,5.16,50.4,0.14,0.05,0.08,25.35,0.99,0.52,0.5,0.37,0.25,0.43,2.41,17.69,2.06,18.26,4.42,23.67,4.55,8.48,5.41,1.42,0.07,-0.02,1.38,0.67,1.45,0.71,-0.06,"C",2020
"1160","Z. Matsui","Giumle Lizeibon","MFFW","Mean Trolls",25,1994,3.45,-0.03,1.15,0.09,-0.08,1.12,0.06,0.06,NA,15.44,0.23,0.02,-0.06,-0.01,0.14,0.09,-0.08,-0.11,3.44,19.13,28.49,67.03,319.99,70.2,9.09,12.32,73.89,7.73,10.64,72.25,1.53,4.05,35.72,0.02,0.19,-0.15,3.45,1.15,0.92,0.62,0.26,0.34,-0.02,2.12,0.03,2.02,19.09,4.09,21.55,4.44,9.45,5.37,1.56,0.24,0.01,1.23,1.22,2.44,2.04,0.06,"C",2020
