"","Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","X90s.1","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","X90s.2","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","Playing.Time.MP","Playing.Time.Starts","Playing.Time.Min","Playing.Time.90s","Performance.GA","Performance.GA90","Performance.SoTA","Performance.Saves","Performance.Save.","W","D","L","Performance.CS","Performance.CS.","Performance.PKatt","Penalty.Kicks.PKA","Penalty.Kicks.PKsv","Penalty.Kicks.PKm","Penalty.Kicks.Save.","League","Year"
"1793","P. Solanki","Nganion","GK","Remarkable Flames",24,1994,32.08,-0.06,-0.03,-0.02,NA,-0.07,-0.01,NA,NA,NA,-0.07,0.04,-0.04,0.02,-0.09,NA,0.07,0.07,31.99,26.08,33.04,78.63,728.06,428.45,4.94,4.96,98.78,11.21,11.66,97.81,9.58,16.22,58.83,-0.01,0.08,0.05,31.99,-0.07,0.03,0.04,0.02,-0.05,-0.04,0.01,-0.06,0.18,0.32,0.17,23.01,0.43,-0.03,-0.04,0.07,0.09,-0.08,-0.06,-0.09,0.06,-0.03,0.07,5.02,5,450.04,5.03,1.09,1.09,4.3,3.41,81.9,0.42,0.16,0.46,0.5,40.01,0.26,0.26,-0.05,-0.06,0.01,"D",2020
"1794","G. Boadi","Sobianitedrucy","GK","Remarkable Flames",36,1983,5.05,-0.06,0.03,-0.03,NA,0.02,-0.09,NA,NA,NA,0.08,-0.05,-0.03,-0.01,-0.09,NA,0.05,-0.04,4.92,27.97,34.42,81.31,779.82,494.85,3.68,3.5,99.92,14.47,14.53,98.64,10.02,16.23,61.76,-0.05,0.08,-0.02,5.09,0.08,0.02,-0.04,-0.08,0.02,0.06,0.29,-0.04,0.23,0.26,-0.07,-0.05,0.29,0,0,-0.03,0.1,0.01,-0.07,-0.08,-0.04,-0.09,0.15,29.02,29.03,2609.95,28.9,2.04,2.02,5.93,4.31,70.81,0.08,0.12,0.69,0.17,17.27,0.31,0.35,0.01,0.08,10.02,"D",2020
"1818","K. Smit","Leoneku Guidisia","GK","Rowdy Clippers",26,1993,28.95,-0.06,-0.1,0.08,NA,-0.05,-0.04,NA,NA,NA,0.05,0.06,0.04,0.01,0,NA,0,0.08,29.08,19.76,29.23,67.42,624.81,376.24,3.82,3.8,100.03,7.59,7.68,98.3,8.18,17.57,46.92,-0.01,0.09,-0.06,29.05,0.09,0.09,-0.05,-0.05,0.05,-0.03,0.09,0.02,-0.01,0.1,0.1,0.04,0.03,-0.03,0.08,0.05,0.04,0.07,-0.03,0.05,0.08,0.15,0.09,6,4.98,531.08,5.85,2.61,2.68,7.58,4.66,64.4,-0.02,0.21,0.74,-0.07,0.09,0.2,-0.05,-0.07,0.17,NA,"D",2020
"1819","C. Odongo","Sobianitedrucy","GK","Rowdy Clippers",24,1995,5.84,-0.1,0.03,0.01,NA,-0.01,0.1,NA,NA,NA,0.02,-0.08,0.08,0,0,NA,-0.09,-0.03,5.99,21.68,27.52,78.43,716.34,444.69,2.48,2.54,100.01,9.86,9.82,100.02,9.41,15.33,61.01,-0.02,0.02,0.02,5.89,-0.08,0.04,-0.03,0.09,-0.01,0.03,0.37,0.03,0.36,0.64,0.36,50.05,0.61,0.09,-0.1,-0.05,0.09,0.06,0.08,0.05,0.09,0.04,0,4.03,3.96,279.07,3.02,1.38,1.2,3.55,2.24,63.58,0.23,0.09,0.91,0.34,24.92,-0.03,0,-0.1,-0.05,NA,"D",2020
"1820","J. Kova?i?","Sobianitedrucy","GK","Rowdy Clippers",31,1988,3.17,-0.07,0.01,-0.08,NA,-0.07,-0.05,NA,NA,NA,0.07,0.03,-0.07,0.04,0.08,NA,0.02,0,3.07,17.09,24.16,70.76,481.29,276.1,3.86,3.88,99.96,6.05,6.23,99.95,7.08,14.14,50,-0.06,0.1,0.09,3.13,-0.07,0.05,0.05,-0.06,-0.05,0.03,0.1,NA,0.01,-0.06,-0.05,NA,-0.02,-0.08,0.06,0.05,-0.07,-0.09,-0.07,0.05,0.04,-0.07,0.05,37.93,37.98,3419.91,37.93,1.07,1.14,3.84,2.82,75.83,0.57,0.18,0.15,0.19,28.97,0.16,0.11,0.07,0.09,12.56,"D",2020
"1852","W. Lotfi","Moaithe","GK","Serious Ranchers",24,1995,38.06,0.05,0.08,0,NA,-0.01,-0.06,NA,NA,NA,-0.04,0.01,-0.04,0.04,0,NA,0.09,-0.04,37.93,25.2,32.22,77.92,645.96,414.72,6.37,6.48,99.21,8.43,8.65,97.95,8.5,15.21,55.34,0.08,-0.02,-0.02,38.02,0,0.08,0.02,0.07,0,0.05,-0.04,-0.03,0.09,0.15,-0.08,-0.07,0.17,0.09,-0.08,0.03,-0.04,0.03,0.09,0.05,-0.05,0.03,0.05,17,16.99,1530.05,16.93,2.15,2.13,5.31,3.65,67.31,0.21,0.22,0.54,0.14,11.78,0.33,0.42,-0.02,-0.01,-0.08,"D",2020
"1881","E. bin Mohamed","Cabral Retrea","GK","Spicy Pointers",22,1997,16.92,-0.05,-0.02,-0.08,NA,-0.07,-0.03,NA,NA,NA,0.03,-0.03,0.02,-0.09,0.07,NA,0.1,-0.07,16.99,31.56,38.9,81.19,824.44,445.52,6.18,6.17,98.98,17.27,17.32,99.28,8.09,15.13,52.84,0.15,0.04,-0.02,17.03,-0.03,-0.02,-0.06,0.03,-0.03,0.04,0.16,0.06,0.21,-0.01,-0.06,-0.04,-0.04,0.1,0,-0.06,-0.04,0.06,-0.06,0.05,0.07,0.18,0.14,21.09,20.99,1889.97,21.01,1.78,1.81,4.64,2.98,62.58,0.34,0.2,0.34,0.26,23.71,0.03,0.14,0.05,0.09,0.09,"D",2020
"1882","L. Namaganda","Sobianitedrucy","GK","Spicy Pointers",26,1992,20.95,-0.08,-0.04,-0.03,NA,-0.08,-0.01,NA,NA,NA,-0.07,0.08,0.08,-0.03,0.07,NA,0,0.03,20.93,21.7,34.91,62.08,714.86,470.4,4.34,4.45,99.95,7.9,8.31,95.35,9.1,22.12,41.69,-0.01,-0.05,0.06,21,0.09,0.09,-0.06,0.06,-0.09,0.09,-0.09,NA,0.07,0.16,0.12,66.63,0.12,-0.01,0.05,-0.08,-0.01,-0.08,-0.04,-0.06,-0.08,0,0.06,30.9,31.08,2790.08,31.01,1.42,1.35,4.24,3.07,71.89,0.16,0.39,0.38,0.23,25.83,0.3,0.12,-0.04,0.04,25.01,"D",2020
"1913","G. Caputo","Nkasland Cronestan","GK","Strange Pioneers",21,1997,31.09,0.08,0.04,0.05,NA,-0.05,0.07,NA,NA,NA,-0.01,-0.07,-0.01,0.04,0,NA,0.07,-0.07,30.98,20.88,29.21,71.51,604.93,366.78,3.86,3.88,100.1,9.09,9.03,98.59,7.7,15.86,48.6,0.05,-0.06,0.01,31.03,0.05,0.08,-0.08,0.04,-0.08,-0.08,-0.01,0.07,0.08,0.06,-0.1,0.09,0.04,0,-0.03,-0.09,-0.02,0,0.08,0.06,0.06,0.09,0.07,7.1,6.93,624.08,6.98,0.71,0.63,2.73,2.25,89.54,0.65,0.07,0.04,0.44,42.9,0.37,0.48,0.02,0.07,0.06,"D",2020
"1914","D. Sorrentino","Sobianitedrucy","GK","Strange Pioneers",29,1990,6.82,-0.07,0.05,0.03,NA,-0.07,0.04,NA,NA,NA,-0.04,-0.08,0.05,-0.07,-0.07,NA,0.03,0.06,6.8,21.03,30.32,68.98,559.33,255.49,4.34,4.37,99.94,9.16,9.12,99.91,7.22,16.77,43.42,-0.05,0,0.07,6.86,0.1,0,0.08,-0.03,0.05,0.07,0.16,-0.07,0.15,0.06,0.09,0.02,0.2,-0.06,-0.03,-0.08,0.02,-0.05,-0.04,0.07,0.02,-0.06,-0.09,1.06,-0.09,6.04,0.06,-0.06,0.06,-0.08,0.02,NA,0.02,-0.07,0.06,9.94,NA,0.06,0.01,-0.02,-0.09,NA,"D",2020
"1915","G. Lutaaya","Sobianitedrucy","GK","Strange Pioneers",18,2001,0.04,-0.02,0.01,-0.03,NA,-0.07,-0.04,NA,NA,NA,-0.09,-0.09,0,-0.02,0.03,NA,0.05,0.08,0.14,29.95,30.05,99.96,1219.97,959.92,-0.1,0.02,NA,9.94,9.91,99.93,20.09,19.94,100.05,0.09,0.09,-0.08,0.06,0.04,0.06,0.06,-0.04,-0.07,0.02,0.08,NA,-0.01,-0.07,0.1,NA,0.02,0.06,-0.05,-0.02,0.06,0.08,0.08,0.04,-0.05,0.02,0.09,34.93,35.09,3150.09,34.92,0.85,0.99,3.07,2.34,72.24,0.54,0.37,0.13,0.37,37.18,0.06,0.05,0.03,-0.03,33.39,"D",2020
"1946","J. Koval","Saintu","GK","Sugar Bengals",35,1984,35.02,0.01,0,-0.01,NA,0,-0.09,NA,NA,NA,0.1,0.01,-0.08,0.01,0.01,NA,0.04,0.1,34.96,27.55,31.78,86.69,704.39,370.99,6.39,6.2,99.98,13.14,13.08,99.51,8.07,12.21,66.14,0.05,-0.04,-0.05,34.91,0.05,0.05,-0.06,0.01,-0.06,-0.06,-0.01,0.1,0.01,0.23,-0.09,0.04,0.17,0.08,0.04,0.02,0,-0.08,-0.01,-0.1,-0.05,0.04,0.1,3.92,4,270.07,2.98,1.3,1.42,2.03,1,50.04,0.63,-0.03,0.4,0.24,24.96,0.39,0.26,-0.04,0.08,0.08,"D",2020
"1947","A. Berkowitz","Sobianitedrucy","GK","Sugar Bengals",33,1985,3.1,-0.09,0.03,0.08,NA,-0.01,0.08,NA,NA,NA,-0.02,-0.02,-0.02,0.07,-0.09,NA,-0.04,-0.04,3.04,25.25,30.35,83.55,666.09,326.65,4.41,4.24,99.96,13.2,13.79,97.52,7.26,12.05,61.17,0.05,0.05,0.04,2.95,0.06,-0.01,0.05,0.07,-0.07,0.07,-0.07,NA,0.03,0.03,-0.02,NA,0.09,-0.03,0.06,0.01,0.04,0,-0.08,-0.07,-0.08,0.02,-0.01,0.94,1.08,90.09,0.93,2.97,2.96,5.02,2.96,59.98,-0.06,0.09,0.91,0.08,0.05,0.95,0.91,0.01,-0.05,-0.05,"D",2020
"1971","M. Nyamahunge","Loco Phirema","GK","Wet Flames",31,1988,1.08,0.05,0.04,0,NA,0.08,0.09,NA,NA,NA,-0.02,-0.04,0.06,0.04,-0.01,NA,0.08,0.03,0.93,43.94,52,84.7,1264.9,535.91,4.09,3.97,100.06,26.04,26.04,99.92,14.1,22.03,63.59,-0.03,-0.02,0.05,1.03,0.03,-0.08,-0.02,-0.08,0.02,0.08,0.09,NA,-0.05,-0.08,-0.06,NA,0.06,0.08,0.07,0.06,-0.08,0,-0.03,-0.03,0.04,0.05,0.04,0.92,0.93,89.98,1.06,0.99,1.01,5.01,3.94,79.94,-0.08,1.04,-0.07,-0.02,-0.02,-0.09,0,0.03,0.03,NA,"D",2020
"1972","L. Ocokoru","Sobianitedrucy","GK","Wet Flames",36,1983,1.06,0.06,0.01,-0.07,NA,-0.08,-0.03,NA,NA,NA,0.06,-0.05,0,-0.04,-0.03,NA,-0.1,0.02,0.9,27.01,36.97,73.07,838,604.05,6.07,6.01,100.09,8.06,8.96,88.8,11.94,20.97,57.16,0.07,0,-0.03,0.92,-0.05,0.08,-0.01,0,0.09,0.01,-0.04,NA,-0.07,-0.1,-0.06,NA,0.06,0.07,-0.07,0.02,-0.04,0.02,-0.09,0.06,0,0.1,-0.1,35.97,35.99,3239.95,35.98,1.7,1.71,5.22,3.8,70.93,0.27,0.17,0.43,0.23,19.4,0.34,0.31,-0.01,0.02,10.02,"D",2020
"1973","V. Guillaume","Sobianitedrucy","GK","Wet Flames",32,1987,35.95,0.08,-0.1,-0.07,NA,0.1,-0.08,NA,NA,NA,0,0.09,-0.08,-0.07,0.01,NA,-0.1,-0.09,36.03,22.8,32.27,70.63,789.63,499.94,2.68,2.61,97.86,8.43,8.63,98.77,11.78,21.08,55.78,0,0.05,-0.1,36.03,0.1,0.01,-0.05,0.01,0.06,0.04,-0.07,NA,-0.02,0.01,-0.04,-0.07,0.07,-0.05,-0.03,0.03,-0.04,-0.1,-0.05,-0.02,0.07,-0.05,-0.04,35.06,34.97,3149.94,35.09,1.16,1.13,3.9,2.71,72.07,0.46,0.15,0.29,0.37,34.25,0.14,0.07,-0.05,0.03,20.01,"E",2020
"2002","K. Kravchenko","Greri Landmoslands","GK","Deferred Dolphins",25,1994,35.03,-0.1,0.01,-0.09,NA,0.01,-0.08,NA,NA,NA,0.06,-0.1,0.07,-0.02,0.05,NA,0.01,0.06,34.97,20.58,36.45,56.06,837.15,608.91,2.61,2.59,97.89,6.3,6.47,98.76,11.57,27.5,41.81,0.08,-0.03,0.04,34.9,-0.05,0.07,0.05,0,-0.02,-0.04,0.04,NA,-0.01,0.14,0.07,33.26,0.13,0.04,0.06,0.02,-0.06,0.1,-0.04,-0.09,-0.05,0.03,0.07,3.02,3,269.97,3.01,1.01,1.01,4.36,3.33,76.91,0.28,-0.07,0.68,0.29,33.26,0.06,0.1,-0.08,-0.1,NA,"E",2020
"2003","Q. König","Nganion","GK","Deferred Dolphins",23,1995,3.09,0.03,-0.1,0.09,NA,-0.03,0.06,NA,NA,NA,0.09,0,0.08,-0.07,0.08,NA,-0.01,0,3.04,25.75,42.66,60.29,961.62,668.27,3.37,3.32,99.94,9.61,9.63,99.95,12.7,29.64,42.72,0.04,0.03,-0.03,2.99,-0.01,-0.1,0.07,0.04,0.1,-0.04,0.03,NA,-0.03,0.35,-0.06,-0.01,0.28,0.07,-0.01,-0.08,0.08,0.03,0.06,0.06,-0.03,0.08,-0.1,35,34.94,3149.95,34.97,1.1,1.08,3.36,2.43,72.7,0.16,0.5,0.26,0.34,31.49,0.21,0.26,-0.04,0.08,14.21,"E",2020
"2024","C. Shevchenko","Nganion","GK","Delta Colts",30,1989,35.09,0.08,-0.03,0.04,NA,0.06,-0.07,NA,NA,NA,-0.09,0.03,-0.07,-0.02,-0.08,NA,-0.03,-0.01,35.09,15.31,30.11,51.24,616.36,453.22,1.5,1.47,99.92,5.02,5.01,98.83,8.98,23.59,37.81,-0.01,0.02,-0.07,35.07,-0.06,0.07,0.01,0.04,-0.01,0.04,0.03,0.03,0.15,0.18,-0.03,0,0.08,0.07,0.06,-0.05,0.02,0.06,-0.01,-0.05,0.09,0.09,0.11,3.09,3,243.99,2.61,1.14,1.09,4.77,3.8,76.94,0.37,-0.04,0.75,0.45,33.28,-0.07,-0.03,0.07,-0.08,NA,"E",2020
"2025","G. Rossi","Nganion","GK","Delta Colts",25,1994,2.73,-0.04,0.04,0.1,NA,0.08,0.06,NA,NA,NA,-0.02,0.03,-0.01,0.03,-0.04,NA,0.05,0.05,2.61,12.93,36.7,35.46,526.66,406.79,1.1,1.18,100.01,4.73,5.24,92.85,7,30.02,23.55,-0.05,-0.08,0.07,2.79,-0.08,0.08,0.07,-0.05,-0.03,-0.05,0.06,NA,0.04,0.04,-0.09,NA,-0.06,-0.05,0.08,0.04,0.09,-0.06,0.1,0.06,0.02,0.41,-0.03,0.96,-0.09,26.06,0.3,3.3,3.44,-0.04,0,NA,-0.05,-0.05,-0.04,-0.01,NA,3.41,3.35,0.01,0.08,0.03,"E",2020
"2026","R. Amash","Nganion","GK","Delta Colts",22,1997,0.25,0.07,-0.06,0.03,NA,0,-0.09,NA,NA,NA,0.01,-0.05,0.01,0.08,0.07,NA,-0.09,0.06,0.3,6.75,23.22,28.57,426.72,386.68,0.08,0.09,NA,0.06,-0.04,NA,6.63,23.3,28.61,0.05,0.09,-0.1,0.39,0.02,0.06,0,-0.04,0.09,-0.03,0.04,NA,0,0.02,0.08,NA,-0.02,0.04,0.07,0.01,0.03,-0.02,-0.1,-0.1,0.09,-0.03,0.08,35.92,35.96,3240.04,35.94,1.06,1.02,3,2.23,72.78,0.67,0.11,0.1,0.34,38.99,0.25,0.13,0,0.06,14.24,"E",2020
"2059","W. Abeja","Esia","GK","Festive Governors",27,1992,36.04,0.08,0.01,0.05,NA,0.1,-0.08,NA,NA,NA,0.08,0.09,-0.06,-0.09,-0.07,NA,0.01,0.01,36.06,34.79,39.35,88.12,899.71,548.41,7.07,7.09,99.92,16.34,16.64,98.69,10.94,15.35,71.02,0.09,-0.05,0.07,36.03,0.04,-0.05,0.03,-0.02,0.09,0.05,0.12,49.91,-0.06,0.15,0.13,39.97,0.04,-0.05,0.04,0.07,0.07,-0.08,0.02,0.02,0.06,0.05,0.02,2.1,1.99,179.98,2.02,0.96,1,1.43,0.6,33.28,0.43,0.5,0.03,0.59,50.05,-0.07,0.08,0.07,0.04,NA,"E",2020
"2060","G. Kyobutungi","Lefghau","GK","Festive Governors",30,1989,2.02,-0.04,0.09,-0.09,NA,0.01,0,NA,NA,NA,-0.09,-0.09,0.04,0.01,-0.05,NA,-0.05,-0.02,1.99,27.47,30.94,88.69,587.51,331.03,9.01,9.03,99.93,14.98,15.05,99.91,3.41,6.41,53.71,-0.08,0.03,-0.1,2.08,-0.04,0.06,0.01,0.1,-0.06,0,0.08,NA,-0.02,0.06,-0.02,NA,-0.08,0.02,-0.06,0.08,0.03,0.09,-0.05,-0.02,-0.07,0.03,0.08,37.9,37.93,3419.91,38.04,0.89,0.91,2.59,1.88,68.59,0.4,0.25,0.39,0.32,39.46,0.14,0.22,0.03,0.05,16.64,"E",2020
"2084","B. Brandt","Nganion","GK","Flying Penguins",26,1993,37.99,0.07,-0.05,0.06,NA,-0.01,-0.04,NA,NA,NA,-0.07,0.04,0.1,0.02,0.09,NA,0.1,0.09,37.95,13.17,29.67,44.49,693.43,569.66,0.25,0.23,99.97,2.13,2.18,95.22,10.82,27.21,40.08,0.06,0.08,-0.05,38,-0.03,0,-0.04,-0.04,0.01,-0.04,0.13,-0.06,0.14,0.06,0.08,-0.06,0.16,0.04,-0.05,0.02,-0.05,-0.02,0.01,0,0.05,0.23,0.03,24.96,24.97,2250.08,25.05,1.32,1.35,3.52,2.42,71.26,0.46,0.1,0.34,0.32,23.98,0.37,0.26,-0.05,0.06,12.58,"E",2020
"2114","I. Ajiko","Nganion","GK","Horrible Bison",24,1995,24.92,0.03,0,0.04,-0.06,-0.01,0.07,-0.02,NA,4.91,-0.05,0.01,-0.05,0.1,-0.09,0.15,-0.05,-0.06,24.94,27.24,36.4,75.09,842.15,491.23,3.31,3.32,100.1,14.24,14.51,98.59,9.73,18.56,52.21,0.1,0.03,-0.04,24.95,-0.04,-0.02,-0.02,0.05,0.08,-0.02,0.07,-0.01,-0.06,0.08,0.06,0.08,0.01,0.08,0.03,-0.07,-0.06,-0.04,-0.03,-0.03,-0.02,0.21,-0.08,12.93,13.02,1170.08,12.97,1.18,1.32,3.83,2.68,68.58,0.3,0.4,0.38,0.31,23.06,0.04,0.09,-0.01,0.18,NA,"E",2020
"2115","K. Sagal","Nganion","GK","Horrible Bison",35,1984,13,0.08,0.1,0.01,NA,0.07,0.03,NA,NA,NA,0.01,-0.08,0.08,-0.08,0.04,NA,-0.03,-0.02,13.08,27.82,35.14,79.33,857.83,511.85,3.49,3.6,97.77,13.15,13.15,99.4,11.2,18.43,61.24,0,-0.08,-0.09,13.08,0.04,-0.07,0.05,0.05,0.03,-0.02,0.05,0.06,0.07,0.09,0.01,50.01,0.15,-0.05,-0.07,-0.03,0.05,-0.08,0,-0.09,-0.08,0.14,0.07,2.09,2.02,180,1.91,1.1,0.95,4.91,4.06,80.08,1.1,0.09,0.06,0.54,50.04,0.46,-0.04,-0.05,0.43,NA,"E",2020
"2141","K. Nkhoma","Nganion","GK","Mad Bees",23,1995,1.97,-0.06,0.1,0.07,NA,0.04,-0.09,NA,NA,NA,0.07,-0.08,0.03,-0.08,-0.09,NA,0.1,-0.07,1.98,21.56,31.43,68.3,569.56,366.09,8.52,8.5,99.91,8.07,8.02,99.91,5,14.94,33.3,0.06,-0.02,0.07,2.09,0.05,0.07,0.09,0.08,0.06,-0.05,0.57,-0.08,0.42,0.48,0.01,0.03,0.47,0.06,0.01,0.04,0.03,0.03,-0.1,-0.03,0.03,0.01,-0.03,35.99,36.04,3240.06,36.04,1.49,1.35,5.59,4.26,76.08,0.24,0.22,0.5,0.07,13.84,0.18,0.01,-0.02,-0.07,50.01,"E",2020
"2142","R. Martino","Nganion","GK","Mad Bees",28,1991,36.05,0.01,-0.02,0.06,NA,0.01,-0.02,NA,NA,NA,-0.1,0.07,-0.01,0.06,0,NA,0.08,0.06,36.09,20.87,31.04,67.21,651.71,423.66,3.81,3.75,99.92,7.9,8.08,98.54,8.85,18.91,46.59,0.03,0.05,0.07,36,-0.01,0.06,-0.06,-0.08,0.02,-0.09,0.01,NA,-0.08,0.27,0.05,42.99,0.17,-0.02,-0.01,0.05,-0.07,0.02,0.1,0.05,0.06,0.18,-0.08,4.01,3.99,360.06,4,1.29,1.23,3.22,2.6,76.89,0.66,0.21,-0.08,0.35,24.95,0.41,0.49,-0.03,0,-0.09,"E",2020
"2172","N. Kyohirwe","Dosqaly","GK","Mad Kingsmen",26,1993,3.99,0.02,-0.01,-0.04,NA,-0.02,0.08,NA,NA,NA,-0.01,-0.05,0,0.06,-0.04,NA,-0.06,0.02,3.98,28.42,33.8,84.39,749.42,415.35,5.02,4.92,100.03,15.21,15.29,99.9,8.06,13.37,60.38,0.04,0.02,0.07,4,-0.02,-0.06,-0.04,-0.06,-0.09,-0.05,0.03,NA,0.08,0.05,0.07,NA,0.08,-0.07,0.03,0.1,0.09,0.07,0.08,-0.06,-0.05,-0.07,0.09,33.92,33.97,3060.06,34.09,0.55,0.66,2.7,2.18,78.91,0.62,0.21,0.17,0.54,52.83,0.07,0.1,0.05,-0.1,NA,"E",2020
"2173","Y. Ruggiero","Southern Ristan","GK","Mad Kingsmen",27,1992,33.92,-0.06,0.01,-0.05,99.91,-0.04,0.09,0.02,0.09,7.04,-0.07,0.01,-0.06,-0.09,0.06,0.02,0.02,0.09,34.02,25.06,31.89,78.24,644.44,318.36,4.27,4.13,100.06,15.09,15.19,99.67,5.66,12.55,45.71,-0.08,-0.02,0.03,34.08,0.07,0.06,-0.02,0.07,-0.05,-0.03,0.12,0.03,-0.03,0.01,0,0.01,-0.04,0.02,-0.01,-0.04,-0.09,-0.08,-0.08,-0.06,-0.08,0.05,-0.03,35.9,35.92,3240.08,36.09,1.72,1.61,4.5,3.24,71.22,0.2,0.12,0.61,0.16,13.91,0.37,0.28,0,-0.07,7.07,"E",2020
"2196","C. Edema","Nganion","GK","Mighty Jimmies",34,1985,36.06,0.04,-0.03,0.04,NA,0.08,0.05,NA,NA,NA,0.03,0,0.02,-0.01,-0.04,NA,-0.03,-0.07,36.08,20.65,33.23,62.15,702.34,524.08,3.63,3.54,99.93,8.21,8.25,99.34,8.74,21.09,40.91,-0.03,-0.01,-0.06,35.94,0.03,-0.01,0.05,0.1,0.01,-0.03,0.05,0.04,0.08,0.17,-0.07,19.94,0.2,0.02,-0.04,-0.02,0.07,0.03,-0.02,0.03,0.05,0.02,-0.04,0.97,0.98,90.02,1.1,1.94,2.04,5.02,2.93,60.07,-0.05,1.08,-0.08,-0.05,0.01,0,0.09,0.08,-0.05,NA,"E",2020
"2197","E. Asienzo","Nganion","GK","Mighty Jimmies",23,1996,0.99,0.05,0,-0.09,NA,0,0,NA,NA,NA,-0.02,0.03,0.06,-0.07,-0.01,NA,-0.07,0.05,1.05,14.98,25.9,57.61,457.05,317.02,2.99,2.97,100.04,4.91,5.02,100.04,7.04,17.99,38.84,-0.02,0.05,-0.01,0.94,-0.08,-0.02,-0.04,0.08,-0.06,0.05,-0.02,NA,0.08,-0.09,0.02,NA,0.06,0.07,-0.01,0.01,0.08,-0.08,-0.07,-0.04,-0.06,-0.01,0.09,2.08,1.93,90.09,1,3.07,2.92,5.05,3.04,79.95,0,0.03,1.07,-0.09,-0.09,1.93,2.06,-0.07,-0.09,0.08,"E",2020
"2198","T. Namuddu","Nganion","GK","Mighty Jimmies",31,1987,1.09,-0.09,-0.04,-0.08,NA,0.1,0.08,NA,NA,NA,-0.07,-0.02,0.03,0.07,-0.06,NA,0.06,0.03,1,24.02,32.99,72.61,874.04,593.05,-0.02,0.03,NA,8.06,7.99,99.96,16.03,24.97,64.08,0.06,0.04,-0.03,0.97,-0.04,-0.07,-0.09,0.05,0.01,-0.03,-0.03,NA,-0.06,0.09,-0.01,NA,0.04,0.08,0.07,-0.1,-0.01,0.07,-0.07,0.08,0.04,0.07,0.07,4.09,4.05,269.9,2.98,1.62,1.63,4.59,3,64.21,0.71,0.04,0.27,0.4,25,0.25,-0.04,0.31,-0.06,100.08,"E",2020
"2226","L. Sakurai","Nganion","GK","Orange Giants",30,1988,2.99,-0.06,0.1,0.01,NA,-0.01,-0.01,NA,NA,NA,0.08,-0.08,0.01,-0.04,-0.09,NA,0.02,0.02,2.94,16,30.92,51.57,924.03,743.62,0.37,0.39,99.92,2.37,2.73,87.45,13.33,27.94,47.56,-0.01,0.05,-0.05,3.02,-0.09,0.09,0.09,0.05,0.05,0.01,0.04,NA,0.06,0.66,0.09,-0.1,0.61,-0.01,-0.02,0.27,-0.09,0.1,0.41,-0.06,-0.09,0.09,-0.03,34.99,34.92,3149.97,35.06,1.53,1.51,3.18,2.01,58.44,0.18,0.28,0.55,0.33,28.54,0.12,0.12,0.06,0.05,20.06,"E",2020
"2227","M. Murmu","Rosvi","GK","Orange Giants",27,1992,34.98,0.08,0.12,0.03,100.06,0.11,0.1,-0.01,-0.08,7.01,-0.07,0.01,0.01,0.01,0.08,0.46,-0.11,0.08,34.99,13.78,30.23,45.17,685.85,547.9,1.01,0.99,97.39,3.46,3.37,97.52,9.22,25.82,35.91,-0.08,-0.07,0.06,34.97,0.01,0.08,-0.09,0,-0.07,-0.01,0.16,-0.07,0.16,0.14,-0.02,-0.1,0.19,-0.03,0.09,0.1,-0.02,0.06,-0.01,0.08,-0.09,0.01,-0.03,34.07,34.02,3060.05,34.01,1.19,1.22,4.24,3.22,74.66,0.41,0.08,0.3,0.29,32.33,0.14,0.16,0.07,-0.02,16.74,"E",2020
"2253","G. Leung","Nganion","GK","Plane Janes",30,1989,34.08,-0.06,-0.08,-0.07,NA,0.06,-0.05,NA,NA,NA,0,-0.1,0,-0.01,-0.05,NA,0,0,34.06,21.85,30.63,71.38,652.53,369.13,3.66,3.61,99.17,9.86,10.1,98.83,8.21,16.73,48.92,0.07,0.08,0.02,33.96,-0.08,0.08,-0.07,-0.02,0.05,0.08,0.04,0.01,0.04,-0.01,0,99.98,0.04,0.05,0.06,0.06,-0.07,0.04,0.1,0.03,-0.08,-0.07,0.05,3.91,3.98,360.06,3.97,2.02,2.07,4.21,3.2,70.53,0.34,0.51,0.24,0.33,24.94,0.76,0.74,-0.09,-0.01,0.06,"E",2020
