"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"894","U. Heilig","Dosqaly","DF","Villainous Eagles",30,1989,22.03,0.09,0.3,0.13,25.07,0.28,0.02,0.02,-0.03,21.67,-0.1,0.06,0.02,-0.02,-0.08,-0.02,-0.04,0.08,48.24,59.86,80.74,864.97,385.87,22.87,24.85,92.05,20.2,23.72,85.18,5.08,9.79,51.83,0.08,-0.04,-0.07,0.67,3.39,1.03,0.32,5.02,2.3,1.28,1.17,0.89,0.22,1.06,2.24,43.09,1.4,13.16,4.56,34.9,7.64,3.99,1.56,2.08,0.18,0,1.93,1.06,3.28,2.78,-0.05,"B",2020
"895","U. bin Salleh","Unicorporated Tiagascar","DF","Villainous Eagles",29,1990,9.03,0.09,0.8,0.29,42.97,0.77,0.38,-0.01,-0.08,7.97,0.1,-0.02,0.01,0.11,0.09,0.13,0.03,-0.08,33.18,37.27,89.27,759.85,195.9,8.05,8.97,90.11,18.61,20,92.76,6.65,7.97,83.15,0.02,0.06,0.08,0.04,1.38,0.03,-0.1,1.48,0.75,0.43,0.4,0.18,0.1,0.3,1.08,33.26,0.57,6.49,1.5,23.62,4.56,1.46,0.63,0.28,0.11,0.02,0.31,0.84,1.38,5.87,0.27,"B",2020
"909","Y. Kat?","Dosqaly","MFDF","Villainous Eagles",32,1987,19.36,0.01,1.9,0.66,31.37,1.86,0.61,0.05,0,19.07,0.08,-0.02,0.04,0.02,0.16,0.12,-0.03,-0.07,33.3,40.63,81.77,555.38,158.63,16.97,18.85,90.16,12.71,14.97,85.22,2.63,5.05,53.11,0.13,0.04,-0.03,1.14,2.23,0.58,0.21,2.99,2.38,1.9,0.91,1.13,0.4,0.8,3.17,28.26,2.21,23.58,5.59,23.44,5.91,12.25,5.3,1.38,0.27,0,1.08,0.85,3.33,1.77,0.03,"B",2020
"913","B. Waon","Badad","DF","Weak Blimps",23,1996,15.81,-0.04,0.52,0.03,14.38,0.5,0.14,0.24,0.97,24.04,-0.06,-0.1,0.09,0.08,0.05,-0.05,0,-0.01,58.67,68.5,85.51,1017.85,401.02,26.43,28.64,92.36,27.95,29.92,93.26,3.9,8.08,47.31,0.04,0.03,-0.04,0.35,4.45,0.57,0.23,4.74,2.42,1.4,1.05,1.23,0.08,0.63,1.72,40.68,0.95,10.25,2.71,26.16,4.77,4.5,1.04,1.69,0.29,-0.02,1.44,1.27,3.65,2.36,0.1,"B",2020
"914","O. Naderi","Badad","DF","Weak Blimps",26,1992,12.24,0.14,0.41,0.34,60.09,0.48,0.27,0.63,0.92,17.75,-0.01,0,-0.04,0.03,0.19,0.32,0.07,0.19,64.54,71.72,89.84,1387.16,423.66,17.63,18.3,96.48,36.9,38.92,94.5,9.63,13.31,71.42,-0.02,-0.01,0.06,0.18,5.53,0.16,0.07,4.61,1.5,0.66,0.86,0.57,-0.04,0.34,0.56,49.93,0.38,6.1,1.1,18.99,2.52,2.75,0.75,1.77,0.65,0,1.07,1.02,2.37,2.29,0.01,"B",2020
"915","E. Odeke","Coastpa Barleslands","DF","Weak Blimps",20,1998,2.27,0,0.37,0.02,0.03,0.49,-0.06,0.05,NA,17.78,-0.03,0.01,-0.09,-0.04,0.04,0.01,0.1,-0.02,53.57,67.73,79.17,865.87,229.92,26.83,29.97,89.39,20.49,24.46,83.33,3.18,7.66,41.13,0.93,0.13,0.81,1.37,3.22,1.43,1.42,2.37,3.24,2.29,1.31,1.39,0.44,0.08,1.38,0.04,1.29,21.9,5.03,22.94,11.42,7.31,3.14,1.41,0.46,-0.07,0.94,0.45,3.66,1.85,0.04,"B",2020
"916","Q. bin Abd Rahman","Dosqaly","DF","Weak Blimps",19,2000,8.52,-0.08,0.22,-0.04,-0.03,0.18,0.02,-0.08,NA,29.13,-0.07,0,0.1,0.05,-0.03,-0.02,-0.07,-0.08,62.07,68.78,90.07,1203.6,243.32,19.54,20.55,94.99,35.85,37.49,95.96,5.82,9.37,62.5,0.04,-0.05,-0.08,-0.02,1.27,-0.09,0.1,1.15,2.45,1.37,2.09,0.5,-0.05,0.95,1.32,72.79,0.27,10.59,3.5,33.31,7.73,2.87,0.02,2.88,0.71,-0.02,2.12,0.79,3.27,3.45,0.08,"B",2020
"917","U. Shahar","Dosqaly","DF","Weak Blimps",20,1999,16.11,0.1,0.15,0.15,24.94,0.19,-0.01,0.28,1.09,21.76,-0.05,-0.1,0.02,0.02,-0.01,0,0,0.09,65.2,72.03,90.3,1395.36,468.3,17.86,19.21,93.23,36.48,38.39,95.02,10.26,13.57,75.39,0.03,-0.05,0.01,0.07,4.28,0.1,0,4.29,1.28,0.47,0.96,0.21,-0.02,0.4,1.69,21.35,1.45,7.26,2.18,29.49,4.51,2.28,0.44,1.47,0.44,-0.04,1.1,1.42,2.67,2.57,0.02,"B",2020
"918","Z. Akoth","Dosqaly","DF","Weak Blimps",20,1999,14.03,-0.07,0.12,0.07,33.38,0.29,0.14,-0.05,-0.08,10.12,-0.01,0.07,0.04,0.06,0.03,0.06,0.07,-0.12,65.08,71.32,91.24,1188.5,386.49,25.72,28.04,91.6,31.96,34.07,93.73,6.57,7.86,82.94,0.05,0.08,0.04,0.43,4.97,0.21,0.13,5.4,2.77,1.64,2.01,0.87,0.05,1.31,2.78,44.93,1.57,12.31,4.83,39.81,7.1,4.19,1.04,1.11,0.39,0.02,0.84,2.06,4.74,4.06,0.02,"B",2020
"919","Z. Nakiganda","Dosqaly","DF","Weak Blimps",24,1995,2.92,0.04,0.01,0.07,NA,-0.04,0,NA,NA,NA,0.08,-0.08,0.02,-0.1,0.05,NA,0.02,0.07,53.63,58.28,91.97,1000.23,305.36,19.1,20.04,94.92,29.01,30.39,95.67,5.68,7.23,77.38,-0.08,-0.04,0.02,-0.07,-0.05,0.05,0.03,1.62,1.7,1.39,1.7,0.04,-0.03,1.42,1.97,66.69,0.76,7.04,2.93,42.85,5.36,1.1,0.76,0.94,0.98,0.08,0.08,0.61,2.38,4.37,0.26,"B",2020
"920","P. Tumwine","Lefghau","DF","Weak Blimps",35,1983,20.98,-0.03,0.81,0.32,31.52,0.88,0.3,-0.01,0.16,9.44,0.06,-0.07,0.1,-0.02,0.06,0.13,-0.05,-0.1,69.72,75.53,92.27,1464.98,530,21.12,21.86,96.92,39.33,40.8,96.49,9.08,12.41,72.79,0,-0.01,0.01,0.27,4.01,0.23,0.04,4.09,1.73,0.87,1.34,0.34,0.07,0.67,1.08,66.7,0.33,7.94,2.87,36.07,5.62,1.88,0.19,2.33,0.94,0.03,1.34,0.76,2.47,4.94,-0.09,"B",2020
"921","E. Kova?i?","Mico","DF","Weak Blimps",25,1994,1.81,-0.02,0.49,0.6,100.02,0.57,0.6,0.05,0.01,31.38,0.49,-0.07,-0.1,0.02,-0.04,0.06,-0.08,0.04,44.98,55.51,81.05,831.13,146.77,18.95,19.93,94.31,21.07,22.86,92.73,4.41,11.74,38.16,0.06,-0.08,-0.02,-0.09,0.01,0.64,0.5,2.86,0.51,0.55,0.03,0.6,0.09,0.6,0.6,99.94,0.01,8.42,2.81,33.25,1.77,4.93,1.63,1.6,0.52,0.07,1.18,0.61,1.19,2.19,0.64,"B",2020
"922","L. Das","Central Diasongo","DFFW","Weak Blimps",20,1999,0.55,-0.04,1.62,1.64,100.07,1.71,1.77,0,0.08,6.93,0.07,0.09,0.06,0.27,0.31,0.24,-0.33,-0.28,61.78,73.31,84.02,1250.03,453.35,18.31,18.26,99.95,36.66,39.91,91.65,6.57,15.01,44.34,0.06,0.09,-0.04,-0.05,1.69,-0.09,-0.03,1.65,1.7,1.7,1.65,-0.06,0,0.09,-0.08,NA,-0.05,3.39,1.77,50.1,1.62,0.06,1.65,1.64,1.63,0.04,-0.06,-0.09,1.64,9.97,-0.02,"B",2020
"923","V. Koller","Coastpa Barleslands","DFFW","Weak Blimps",23,1995,7.11,0.22,0.83,0.51,66.61,0.81,0.49,0.19,0.33,8.31,-0.08,0.05,-0.04,0.24,0.08,0.27,0.05,-0.09,64.66,74.99,86.31,1118.89,387.57,27.33,30.62,89.19,29.94,32.31,92.78,5.25,8.05,65.48,0.1,-0.05,0.02,0.13,3.11,0.23,0.15,4.25,2.74,1.25,1.61,0.78,0.2,1.15,2.5,44.43,1.47,17.92,6.59,37.28,10.02,6.33,1.76,1.29,0,0.02,1.34,0.88,3.49,3.06,0.05,"B",2020
"924","B. Kayondo","Lefghau","DFMF","Weak Blimps",23,1996,12.41,0,0.49,0.16,20.04,0.42,0.06,0.06,-0.1,18.65,0.1,-0.1,-0.08,0.1,-0.02,0.12,-0.07,0.02,58.58,64.01,91.43,1120.22,295.07,19.96,21.04,94.78,31.43,33.22,94.48,6.3,8.37,76.02,-0.06,0.12,0.01,0.53,5.32,0.5,0.06,3.9,2.46,1.19,1.58,0.77,0.21,1.11,2.61,43.89,1.34,16.51,5,30.42,6.24,7.65,2.61,2.26,0.54,0.07,1.79,0.79,3.05,3.33,0.03,"B",2020
"927","B. Nyamadzawo","Dosqaly","FWDF","Weak Blimps",22,1997,1.6,-0.01,0.09,0.06,NA,-0.02,-0.02,NA,NA,NA,-0.08,0.02,-0.07,0.08,0.07,NA,-0.08,0.04,20.06,26.81,74.34,378.73,85.63,6.92,10.01,68.82,12.58,16.26,76.86,0.55,0.69,100.02,0.08,0.27,-0.16,1.9,0.57,1.81,0.07,3.66,0.63,0.58,0.65,-0.01,0.06,0.05,0.07,NA,0.07,15.67,4.43,27.95,3.82,6.98,4.93,1.33,-0.07,0.1,1.15,-0.1,0.64,0.06,0.08,"B",2020
"928","F. Fournier","Pierrema","FWDF","Weak Blimps",23,1996,11,0.1,1.79,0.76,47.49,1.62,0.74,0.11,0.09,17.4,0.05,-0.09,0.06,0.23,0.08,-0.01,-0.09,-0.14,36.96,45.91,80.65,584.87,176.56,22.19,24.92,88.82,12.02,14.64,82.13,2.69,4.75,59.69,0.06,0.08,0,0.77,2.28,0.93,0.25,3.6,2.67,1.49,1.28,0.84,0.4,1.39,3.02,44.05,1.77,17.64,4.71,27.22,6.72,7.03,3.8,2.1,-0.08,-0.01,2.13,1.53,4.09,1.03,0.03,"B",2020
"929","X. Lim","Tabhu Striary","FWDF","Weak Blimps",22,1997,1.43,0.03,0.74,-0.01,-0.1,0.66,-0.08,-0.03,NA,12.08,-0.09,0,0.09,0.14,0.1,0.12,-0.11,-0.05,27.92,33.24,84.07,475.91,61.23,9.93,10.76,93.82,15.23,16.63,92.08,2.08,3.33,59.93,-0.08,0.02,-0.02,0.68,0.09,1.26,-0.03,1.93,0.07,0.03,0.03,0.02,0.09,-0.01,1.27,-0.02,1.33,15.36,1.23,8.73,2.63,5.95,6.69,0.65,-0.02,0.02,0.71,0.6,0.73,0.06,-0.08,"B",2020
"944","F. Aminu","Dosqaly","DF","Wet Monarchs",30,1989,25.97,-0.01,0.39,0.07,24.96,0.56,0.04,0.18,0.64,16.54,0,0.09,-0.07,-0.04,0.05,0.08,0.13,0,32.05,39.67,80.57,755.81,286.99,7.68,8.54,90.5,16.83,18.39,91.97,7.27,12.41,58.51,0.09,-0.08,0.06,0.15,2.89,0.01,0.08,2.8,1.68,1.1,1.2,0.35,0.02,0.82,1.97,35.86,1.23,7.86,2.25,29.06,5.08,2.57,0.3,1.66,0.93,0.02,0.81,1.44,3.06,6.63,-0.06,"B",2020
"945","J. Wojciechowski","Dosqaly","DF","Wet Monarchs",21,1998,15.53,0.07,0.7,0.28,40.02,0.73,0.29,0.07,0.07,19.73,0.03,0.07,0.03,0.12,-0.06,0.08,-0.09,-0.01,42.64,51.99,82,761.7,311.4,19.27,21.13,91.13,18.65,21.45,86.26,4.37,7.41,58.64,-0.05,0.14,-0.15,0.9,3.05,0.82,0.44,4.17,3.13,1.87,1.89,0.72,0.59,1.67,3.15,50.99,1.54,15.93,5.05,31.25,7.93,5.11,2.86,1.45,0.22,-0.07,1.45,1.09,4.28,2.21,0.16,"B",2020
"946","L. Akech","Dosqaly","DF","Wet Monarchs",22,1996,22.78,0.02,0.84,0.09,11.85,0.73,0.1,0.02,0.56,18.97,0.09,-0.09,-0.08,0,-0.01,0.09,0.03,0.07,31.06,41.71,74.12,565.26,266.86,14.12,15.64,90.01,12.99,16.5,78.54,3.33,7.68,43.98,-0.02,0.12,-0.11,0.63,2.56,0.88,0.52,2.65,2.32,1.5,1.34,0.93,0.04,1.09,2.45,42.83,1.36,10.89,3.51,32.75,5.28,3.51,1.93,1.43,0.19,-0.03,1.23,1.22,3.54,3.05,-0.04,"B",2020
"947","L. bin Osman","Dosqaly","DF","Wet Monarchs",27,1992,10.26,0.17,0.59,0.23,39.96,0.43,0.27,0.12,0.56,16.64,-0.07,0.06,-0.06,0.1,0.12,0.13,-0.08,0.02,29.41,37.72,78.03,650.39,189,7.91,9.17,86.15,15.42,17.35,88.82,6.04,10.74,55.94,0.01,0.01,-0.1,0.13,2.18,0.15,0.07,1.45,1.73,0.9,1.3,0.38,0,0.81,1.43,60,0.49,7.61,2.25,29.07,4.94,2.11,0.66,1.87,0.96,0.15,1.06,1,2.69,4.99,-0.08,"B",2020
"948","Q. Becker","Dosqaly","DF","Wet Monarchs",24,1994,19.36,0.08,0.83,0.12,17.66,0.89,0.11,0.02,0.32,18.4,-0.01,-0.06,0,0.05,0.15,0,-0.11,0.01,36.42,43.29,84.28,933.92,301.71,7.8,8.86,88.79,16.69,18.27,91.18,11.86,15.45,76.74,-0.05,-0.06,-0.08,0.18,2.29,0.1,0.06,2.02,1.66,0.69,1.17,0.45,-0.04,0.65,1.66,35.36,1.05,9.1,3.23,36.04,6.24,2.38,0.53,1.99,1.01,0.01,1.19,1.64,3.23,6.72,0,"B",2020
"949","X. Kyei","Dosqaly","DF","Wet Monarchs",25,1994,17.05,0.05,0.25,-0.06,0.02,0.33,-0.1,-0.09,NA,22.26,0.07,-0.04,-0.09,-0.02,0.03,0.05,0.05,0.09,32.03,45.13,71.08,560.09,270.77,14.86,17.05,86.84,13.77,20.06,68.57,2.88,6.45,45.48,-0.02,0.1,-0.07,0.19,3.17,0.26,-0.03,3.66,3.03,1.96,1.67,1.09,0.38,1.48,3.95,38.23,2.39,17.54,5.27,30.51,7.25,8.47,1.9,1.79,0.2,-0.04,1.54,1.16,4.19,3.69,-0.05,"B",2020
"950","I. Matsinhe","Dosqaly","DFFW","Wet Monarchs",20,1998,0.18,0.1,0.02,0.08,NA,0.06,0.03,NA,NA,NA,-0.07,-0.03,0.02,-0.08,-0.08,NA,0.1,-0.09,10.04,9.96,100.07,179.94,0.06,5.03,5.07,99.93,4.95,4.96,99.91,0.03,0.04,NA,0.05,-0.09,0.01,0.06,-0.04,-0.08,0.1,0.04,-0.07,0.02,-0.05,0,0.06,-0.06,5.1,-0.07,4.97,19.94,10.05,50.05,15.02,5.08,0.07,-0.01,0.06,-0.05,-0.03,-0.06,0.06,0.03,0.03,"B",2020
"956","Y. Jokinen","Dosqaly","FWDF","Wet Monarchs",26,1993,22.59,0.26,2.08,0.73,31.3,2.16,0.7,-0.03,0.14,16.33,0.05,0,0.15,0.24,0.19,0,-0.05,-0.09,18.96,28.53,66.68,311.67,91.56,10.49,13.81,75.34,6.16,8.84,69.22,1.66,3.26,52.71,0.13,0.09,-0.09,0.8,1.53,0.4,0.12,1.33,1.4,0.63,0.5,0.58,0.15,0.56,1.77,35.94,1.04,19.01,5.38,28.56,2.92,8.96,6.97,1.42,0.06,-0.07,1.3,0.39,1.85,1.58,-0.09,"B",2020
"972","M. Iwasaki","Esia","DF","Awkward Trailblazers",31,1988,3.49,0.06,1.18,0.22,25.06,1.14,0.28,-0.09,-0.04,13.15,-0.05,-0.09,0.08,0.05,0.11,0.03,-0.13,-0.08,47.69,54.26,87.97,1030.9,271.68,10,11.47,87.55,29.36,31.68,92.7,7.73,9.39,81.75,-0.04,0.04,-0.01,-0.08,2.32,0.05,-0.07,0.88,1.42,0.8,1.36,-0.01,-0.02,1.18,1.76,66.63,0.65,7.73,2.83,37.04,5.15,2.63,-0.05,2.3,1.15,-0.02,1.18,0.36,1.76,6.35,0.21,"C",2020
"973","S. Busch","Galamily","DF","Awkward Trailblazers",32,1986,26.99,0.17,0.41,0.09,27.25,0.32,0.13,0.16,0.63,9.32,-0.06,0.03,-0.03,0.06,0.1,0.11,-0.07,0.05,41.44,49.41,83.5,715.42,280.3,18.94,21.36,88.76,17.46,20.29,86.28,4.14,6.06,68.48,-0.02,0.05,0.11,0.59,2.61,0.86,0.39,3.81,1.73,1.17,0.82,0.66,0.25,0.68,1.65,45.2,0.84,12.61,4.1,33.14,5.88,4.86,1.7,1.85,0.2,0.1,1.53,1.13,2.88,4.12,-0.03,"C",2020
"974","P. Konadu","Giumle Lizeibon","DF","Awkward Trailblazers",21,1998,24.34,0.06,0.46,0.08,25,0.39,0.08,0.13,0.36,18.4,0.13,0.08,-0.07,0.03,0.02,0.12,-0.04,0.05,40.76,53.21,76.52,834.81,274.32,14.61,16.92,87.07,19.48,22.98,85.06,6.15,11.41,53.33,0.11,0.06,0.02,0.83,2.55,0.98,0.5,3.28,2.84,1.78,1.81,0.73,0.24,1.15,2.41,46.66,1.41,15.25,4.3,28.86,9.08,4.53,1.62,2.24,0.36,-0.01,2.04,1.19,4.07,3.96,0.01,"C",2020
"975","D. Okech","Leoneku Guidisia","DF","Awkward Trailblazers",33,1985,22.05,-0.09,0.67,0.09,18.83,0.82,0.09,0.08,0.03,12.73,0.01,-0.01,0.1,0.1,0.17,0.14,-0.1,-0.07,60.24,69.32,86.99,1332.93,452.93,16.37,17.42,93.91,31.99,34.89,91.49,11.58,16.12,71.85,0.05,-0.05,-0.08,0.12,4.44,0.29,-0.04,5.22,1.67,1.13,1.26,0.5,0.02,0.69,1.86,38.04,1.12,9.9,3.54,35.79,6.59,3.22,0.26,2,0.83,-0.08,1.18,1.35,3.08,5.31,-0.03,"C",2020
"976","P. Muianga","Quewenia","DF","Awkward Trailblazers",28,1991,6.06,0.03,0.91,0.28,39.93,0.86,0.29,0.03,-0.01,14.76,0.05,0.05,-0.04,0.07,0.13,0.09,-0.1,-0.15,44.22,54.76,81.15,811.48,286.64,18.62,21.27,88.2,21.41,24.91,85.95,4.08,7.23,55.86,-0.05,0.19,-0.08,0.5,1.88,0.65,0.5,4.6,1.4,0.91,0.44,0.77,0.26,0.46,1.76,27.29,1.42,13.45,2.49,18.57,8.38,4.42,0.65,2.14,0.09,-0.01,2.07,0.48,1.8,4.02,0.08,"C",2020
"977","S. Chemutai","Rosvi","DF","Awkward Trailblazers",23,1995,22.77,0.08,0.23,-0.06,14.37,0.25,0.07,0,0.03,11.06,-0.01,0.08,0.06,0.01,0.02,0.08,-0.07,-0.08,39.68,50.03,79.38,917.98,339.26,9.76,11.26,87.45,20.42,23.1,88.85,8.94,14.96,60.52,0.03,0.05,0.03,0.27,4.3,0.24,-0.08,3.62,2.27,1.14,1.37,0.79,0,1.45,2.63,55.82,1.13,12.73,4.23,32.97,8.11,4.24,0.4,1.72,0.66,0.03,1.04,0.71,3.07,5.86,0.02,"C",2020
"978","Q. Busobozi","Varijitri Isles","DF","Awkward Trailblazers",30,1989,7.91,0.05,0.68,0.09,20.01,0.67,0.2,0.07,0.02,16.54,0.03,0.02,-0.07,0.13,0.09,-0.01,-0.04,-0.04,53.26,59.82,89.1,1098.49,337.32,17.58,18.92,92.56,27.88,29.44,94.32,7.67,10.98,70.93,-0.04,-0.04,-0.04,0.05,2.8,0.33,0.32,3.35,1.23,0.67,0.7,0.42,0.16,0.35,0.59,60.04,0.27,9.28,2.47,26.03,5.5,3.56,0.21,1.59,0.79,0,0.89,1.1,2.41,6.68,-0.05,"C",2020
"979","X. Ahmad","Xikong","DF","Awkward Trailblazers",25,1994,10.39,-0.06,0.53,0.09,0.08,0.51,0.05,0.05,NA,23.38,0.27,-0.01,-0.08,-0.06,-0.02,0.04,0.06,0.01,37.6,51.88,72.44,655.63,285.32,19.65,22.21,88.32,13.74,17.17,80.19,4.06,9.88,40.63,0.07,0.08,0,1.57,1.41,0.88,0.48,4.62,2.91,1.81,1.64,1.16,0.15,1.34,3.08,40.6,1.74,15.82,5.38,34.19,7.43,5.54,2.88,2.26,0.4,0.05,1.69,0.8,3.64,3.49,0.09,"C",2020
"980","P. Ssempijja","Esia","DFMF","Awkward Trailblazers",30,1989,9.64,-0.06,0.23,0.01,0,0.31,0.01,0.09,NA,14.54,0.03,0.01,-0.02,0.03,-0.06,0.09,-0.04,0.06,42.43,47.55,89.25,887.63,226.86,12.07,12.41,95.96,23.58,26.2,90.2,6.4,8.24,78.85,-0.08,-0.09,0.04,0.22,2.8,0.16,0.01,2.04,2.46,1.16,1.67,0.52,0.23,0.55,1.58,39.92,0.9,13.81,3.96,29.02,7.85,5.13,0.88,1.95,0.82,-0.09,1.12,0.8,3.08,7.08,-0.07,"C",2020
"981","S. Magezi","Esia","DFMF","Awkward Trailblazers",27,1991,12.33,-0.1,0.12,-0.05,0.03,0.06,-0.04,0.09,NA,10.2,0,-0.05,0.07,-0.04,0.11,0.06,-0.06,-0.09,54.42,62.77,86.53,1299.84,361.05,13.06,14.52,89.4,24.68,28.06,87.67,15.95,18.98,83.35,-0.04,0.06,-0.06,0.33,2.12,0.09,-0.02,2.81,1.64,0.55,1.03,0.36,0,0.67,1.46,44.4,0.79,10.55,4.02,37.93,5.28,4.41,0.68,1.97,0.76,-0.09,1.07,0.83,2.4,4.49,0.01,"C",2020
"999","E. Gupta","Esia","MFDF","Awkward Trailblazers",22,1996,31.69,0.12,1.37,0.29,26.14,1.25,0.33,0.12,0.11,20.85,0.02,-0.07,-0.08,0.11,0.11,-0.02,-0.09,-0.11,36.31,46.83,77.58,642.57,203.2,16.93,19.82,85.23,14.32,17.85,81.32,4.13,6.45,64.53,0.11,0.05,0.09,0.98,3.9,1.22,0.21,5.4,1.69,0.99,0.57,0.79,0.26,0.46,1.35,28.6,1.05,17.74,4.76,26.95,6.54,7.82,3.13,1.74,0.25,0,1.47,0.76,2.38,1.61,0,"C",2020
"1002","R. Dahl","Byasier Pujan","DF","Blue Jaguars",17,2002,0.53,-0.02,-0.01,-0.01,NA,-0.04,-0.08,NA,NA,NA,0.08,0.04,0.09,-0.04,-0.04,NA,0,-0.08,51.68,63.21,81.51,836.72,143.33,26.74,28.29,94.13,19.91,20.01,99.93,3.41,11.71,28.7,-0.06,-0.1,0.02,-0.01,1.66,-0.04,0.06,0.08,3.27,3.36,3.36,0.02,-0.05,3.3,5.08,66.63,1.74,18.26,8.3,45.49,13.31,3.4,1.76,1.63,0.08,0.1,1.76,0.05,3.29,5.02,-0.04,"C",2020
"1003","S. Magezi","Esia","DF","Blue Jaguars",27,1991,10.77,0.1,0.05,0.09,NA,0.03,-0.05,NA,NA,NA,-0.01,-0.04,0.01,0.07,0.02,NA,-0.07,0.05,72.43,77.67,93.56,1653.11,590.25,17,18.07,93.83,39.95,41.17,96.78,15.25,17.66,86.89,0.05,0.09,0.03,-0.01,2.78,0.01,0.09,2.57,1.11,0.51,0.86,0.19,-0.07,0.54,0.98,60.1,0.39,8.98,3.26,35.45,5.98,2.89,0.14,1.71,0.63,-0.08,1.05,1.12,2.32,6.45,0.13,"C",2020
"1004","W. binti Ishak","Esia","DF","Blue Jaguars",30,1989,23.09,0.05,1.14,0.16,16.72,1.07,0.12,0.13,0.27,12.74,-0.08,-0.02,0.05,0.1,0,0.02,0.01,-0.07,59.36,68.28,86.99,1213.5,548.68,19.55,20.67,94.78,31.66,33.87,93.33,7.75,12.99,60.23,0.14,0.16,0.13,0.39,4.97,0.53,-0.02,4.97,1.91,0.99,1.49,0.14,0.17,0.69,1.72,44.77,1,9.39,3.1,33.16,6.14,2.78,0.53,1.74,0.71,0.08,0.92,1.03,2.9,5.15,-0.06,"C",2020
"1005","F. Ashaba","Giumle Lizeibon","DF","Blue Jaguars",22,1997,25.52,0.01,0.97,0.22,25.06,0.85,0.2,0.02,-0.04,17.85,0.09,-0.03,-0.07,0.15,0.08,0.14,-0.17,-0.15,47.37,57.77,81.74,964.7,341.03,14.84,16.26,90.76,25.45,28.67,88.62,6.78,11.38,59.25,0.09,0.11,-0.07,0.16,3.02,0.39,-0.01,3.37,3.2,1.55,2,1.05,0.26,1.36,2.59,52.25,1.28,13.37,4.14,31.05,8.31,4.2,1.01,3.13,1.1,0.05,2.21,1.18,4.34,5.17,0.04,"C",2020
"1006","M. Birabwa","Ingre","DF","Blue Jaguars",25,1993,4.43,0.32,0.88,0.44,49.9,0.9,0.51,0.16,0.49,26.54,0,-0.03,0.05,-0.01,0.09,0.02,0.19,0.11,33.93,43.08,78.76,630.05,243.26,14.35,16.3,87.44,14.47,17.75,82.15,4.35,7.54,57.7,-0.04,0.07,0.02,0.61,2.76,1.17,0.96,3.03,1.65,0,1.13,0.44,0.04,0.76,0.83,74.92,0.15,9.37,1.56,17.11,5.7,3.21,0.52,3.48,0.38,-0.05,2.94,1.45,3.02,2.53,-0.01,"C",2020
"1007","J. Anguko","Quewenia","DF","Blue Jaguars",27,1991,8.31,0.27,1.12,0.33,33.21,1.1,0.36,0.29,0.73,21.76,0.09,0.09,0.15,0.21,0.03,0.11,0.01,0.21,42.21,51.54,81.79,762.47,246.08,16.84,19.63,85.93,20.67,23.22,89.03,4.14,6.43,64.78,-0.09,0.09,-0.06,0.81,1.68,0.72,0.3,3.25,1.43,0.77,1.02,0.41,-0.08,0.95,2.21,44.4,1.22,8.95,3.22,36,4.49,2.87,1.61,1.33,0.17,-0.02,1.21,0.46,1.98,1.6,0.08,"C",2020
"1008","Q. Ogwang","Redohrainbri","DF","Blue Jaguars",29,1990,7.73,0.03,0.3,0,0.05,0.25,0.06,-0.06,NA,11.42,-0.03,0.03,0.01,0.05,0.09,0.13,-0.08,-0.13,54.16,63.54,85.25,1231.36,363.28,13.68,14.57,93.74,27.77,29.95,93.06,11.82,17.4,68.48,0.2,0.11,0.18,0.06,3.35,0.32,0.03,4.22,0.43,0.3,0.43,0.16,0.07,0.02,0.7,-0.05,0.58,6.1,1.42,23.47,4.28,1.48,0.31,2.86,1.59,0.03,1.47,1.1,1.6,6,0.04,"C",2020
"1009","S. Oduro","Republic of Denand Landsa","DF","Blue Jaguars",24,1995,12.76,0.02,0.23,-0.02,-0.09,0.25,-0.01,0,NA,18.76,-0.05,-0.02,-0.07,0.06,0.05,0.1,0.07,0.06,51.85,59.45,87.37,996.18,288.35,18.05,19.25,93.97,29.07,31.57,92.48,4.49,8.05,55.43,0.09,0.05,-0.02,0.01,1.91,0.08,-0.1,2.03,2.04,0.88,1.43,0.55,0.08,1.09,2.45,46.84,1.43,13.39,4.36,33.03,8.39,4.34,0.78,2.45,0.76,-0.07,1.57,0.94,2.95,5.19,0.14,"C",2020
